time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.5717e-08	1.42868e-07	238622.80445	42590.3	239558.708021
1	1.42868e-07	3.25079e-07	35971.5859358	42590.3	45221.0369547
2	3.25079e-07	5.57465e-07	16.3094	12.0466	15.4328
3	5.57465e-07	8.53844e-07	16.3094	12.0466	15.4328
4	8.53844e-07	1.23184e-06	16.3094	12.0466	15.4328
5	1.23184e-06	1.71392e-06	16.3094	12.0466	15.4328
6	1.71392e-06	2.32876e-06	16.3094	12.0466	15.4328
7	2.32876e-06	3.1129e-06	16.3094	12.0466	15.4328
8	3.1129e-06	4.11298e-06	16.3094	12.0466	15.4328
9	4.11298e-06	5.38845e-06	33.6949159779	12.0466	25.062427841
10	5.38845e-06	7.01516e-06	147.100886515	12.0466	118.886222712
11	7.01516e-06	9.08981e-06	601.500484594	12.0466	559.649151736
12	9.08981e-06	1.17358e-05	1934.46803823	20.6106	1912.89662033
13	1.17358e-05	1.51104e-05	4720.42751326	136.122	4790.84211351
14	1.51104e-05	1.94142e-05	8874.12658982	692.498	9287.68649623
15	1.94142e-05	2.49032e-05	13389.1673855	2528.8	14752.063591
16	2.49032e-05	3.19038e-05	17385.1600504	6603.97	19967.5531869
17	3.19038e-05	4.08321e-05	20879.41339	12892.3	23583.7144556
18	4.08321e-05	5.2219e-05	23730.8689842	19531.4	24583.1061777
19	5.2219e-05	6.67416e-05	24802.8155212	22756.0	22813.297689
20	6.67416e-05	8.52633e-05	23160.2786509	21069.3	19310.043139
21	8.52633e-05	0.000108885	20063.8897196	17287.6	15517.170556
22	0.000108885	0.000139012	16953.4543947	13792.1	12268.2447603
23	0.000139012	0.000177436	14162.8145184	10842.2	9581.01636115
24	0.000177436	0.000226439	11715.7222467	8130.54	7258.94863302
25	0.000226439	0.000288938	10323.4333738	5796.26	5162.56945661
26	0.000288938	0.000368646	9988.02	4041.56	3692.47156696
27	0.000368646	0.000470304	6189.8285418	2584.78	3702.31593064
28	0.000470304	0.000599956	180.456855542	2584.78	3945.33475948
29	0.000599956	0.000765311	64.7337	2776.02	3969.7
30	0.000765311	0.000976199	64.7337	2776.02	3969.7
31	0.000976199	0.003904796	64.7337	2776.02	3969.7
