time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.442275e-08	1.37691e-07	291079.601689	101948.0	117146.77794
1	1.37691e-07	3.13298e-07	29304.6499774	101948.0	57557.6283422
2	3.13298e-07	5.37263e-07	18.3659289436	12.4996	12.1001
3	5.37263e-07	8.22902e-07	18.3659	12.4996	12.1001
4	8.22902e-07	1.1872e-06	18.3659	12.4996	12.1001
5	1.1872e-06	1.65181e-06	18.3659	12.4996	12.1001
6	1.65181e-06	2.24437e-06	18.3659	12.4996	12.1001
7	2.24437e-06	3.0001e-06	18.3659	12.4996	12.1001
8	3.0001e-06	3.96393e-06	18.4773952057	12.4996	12.1001
9	3.96393e-06	5.19319e-06	25.8977818525	12.4996	14.1980939292
10	5.19319e-06	6.76094e-06	148.301604901	12.4996	41.1348878145
11	6.76094e-06	8.76041e-06	732.259413081	12.4996	190.937707845
12	8.76041e-06	1.13105e-05	2468.31808458	57.8205	705.745311925
13	1.13105e-05	1.45628e-05	5979.60320384	338.187	2034.49655307
14	1.45628e-05	1.87107e-05	11169.9168687	1379.45	4589.59385014
15	1.87107e-05	2.40008e-05	17097.7751732	3934.28	8342.63368862
16	2.40008e-05	3.07476e-05	22611.4585918	8490.23	12707.7408918
17	3.07476e-05	3.93524e-05	26696.3147121	14849.3	16703.5389352
18	3.93524e-05	5.03267e-05	28164.4197068	21131.7	19073.2534779
19	5.03267e-05	6.4323e-05	26449.5652139	23130.1	18939.7920054
20	6.4323e-05	8.21735e-05	22897.7893349	20216.9	16773.3303501
21	8.21735e-05	0.00010494	19110.9693248	16050.4	13885.2801228
22	0.00010494	0.000133975	15927.8045098	12370.6	11188.2076977
23	0.000133975	0.000171006	13763.2907541	9614.47	8956.03684202
24	0.000171006	0.000218234	12834.0542161	7763.71	7266.78773493
25	0.000218234	0.000278467	15398.3901275	6454.24	6211.860392
26	0.000278467	0.000355287	15798.7507647	5516.96	6523.42562025
27	0.000355287	0.000453261	5234.19172566	4660.07	9024.98176781
28	0.000453261	0.000578215	18.3659	4660.07	8073.11049967
29	0.000578215	0.000737577	18.3659	171.783	1291.98201206
30	0.000737577	0.000940824	18.3659	171.783	12.1001
31	0.000940824	0.003763296	18.3659	171.783	12.1001
