time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	6.892775e-07	2.75711e-06	31.55978055	735.767	339.652068801
1	2.75711e-06	6.27345e-06	618.036894379	735.767	3216.802008
2	6.27345e-06	1.07581e-05	1851.59561005	3212.43	1625.96369806
3	1.07581e-05	1.64777e-05	5132.76437656	1390.28	891.727974999
4	1.64777e-05	2.37723e-05	10549.1167035	873.387	1110.81558401
5	2.37723e-05	3.30757e-05	15654.4187806	581.881	1146.44164935
6	3.30757e-05	4.49409e-05	17863.2841892	355.68	1008.10601412
7	4.49409e-05	6.00736e-05	16385.0717674	224.964	1028.89906364
8	6.00736e-05	7.93733e-05	13325.40469	232.17	1190.8266028
9	7.93733e-05	0.000103988	10806.5374669	430.535	1800.64044913
10	0.000103988	0.00013538	9150.22896229	956.283	2900.08021311
11	0.00013538	0.000175417	7939.66316522	1294.91	3503.76186846
12	0.000175417	0.00022648	6808.67442008	1032.91	2775.95207184
13	0.00022648	0.000291603	5625.2056431	700.077	1649.35820655
14	0.000291603	0.00037466	4494.60707749	558.96	1004.38520087
15	0.00037466	0.000480589	3375.84459941	587.741	808.456026705
16	0.000480589	0.000615687	2880.02	738.246	846.275957853
17	0.000615687	0.000787988	1886.91847421	952.292	975.273834311
18	0.000787988	0.00100774	845.873	1016.78	1002.47875381
19	0.00100774	0.001288	845.873	799.668	812.945385899
20	0.001288	0.00164543	845.873	549.205	559.618064606
21	0.00164543	0.0021013	845.873	393.526	391.765719655
22	0.0021013	0.0026827	845.873	318.597	304.404576256
23	0.0026827	0.00342419	845.873	301.277	275.120869144
24	0.00342419	0.00436988	845.873	319.987	303.047076118
25	0.00436988	0.00557599	845.873	366.874	428.941943523
26	0.00557599	0.00711422	845.873	468.075	451.281525292
27	0.00711422	0.00907604	845.873	743.467	273.419659152
28	0.00907604	0.0115781	845.873	743.467	197.761
29	0.0115781	0.0147692	845.873	99101.9	197.761
30	0.0147692	0.0188389	845.873	99101.9	197.761
31	0.0188389	0.0753556	845.873	99101.9	197.761
