time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.163525e-08	1.26541e-07	552164.784734	91227.0	233845.791405
1	1.26541e-07	2.87929e-07	553801.0	91227.0	243284.0
2	2.87929e-07	4.93758e-07	493129.467702	91227.0	243284.0
3	4.93758e-07	7.56268e-07	44724.0643741	91227.0	168538.21348
4	7.56268e-07	1.09106e-06	20.3961	91227.0	2813.46497701
5	1.09106e-06	1.51806e-06	20.3961	13.6009	14.7307
6	1.51806e-06	2.06263e-06	20.3961	13.6009	14.7307
7	2.06263e-06	2.75716e-06	20.3961	13.6009	14.7307
8	2.75716e-06	3.64295e-06	20.3961	13.6009	14.7307
9	3.64295e-06	4.77267e-06	21.4459539298	13.6009	14.7307
10	4.77267e-06	6.21347e-06	58.3261284483	13.6009	26.9910567601
11	6.21347e-06	8.05104e-06	424.301089335	13.6009	175.334168117
12	8.05104e-06	1.03946e-05	1900.70907787	30.1085	856.695099745
13	1.03946e-05	1.33836e-05	5317.2430842	228.154	2760.90668157
14	1.33836e-05	1.71956e-05	10599.9835459	1092.15	6494.47934511
15	1.71956e-05	2.20573e-05	16667.41569	3453.48	11996.5931585
16	2.20573e-05	2.82578e-05	22258.3521968	7942.03	18260.3008
17	2.82578e-05	3.61658e-05	26520.5439497	14423.8	23525.9608724
18	3.61658e-05	4.62515e-05	28582.1268592	21224.3	25878.7919189
19	4.62515e-05	5.91144e-05	27823.4161747	24370.8	24406.4532488
20	5.91144e-05	7.55195e-05	25107.2802576	22252.7	20637.9098307
21	7.55195e-05	9.64421e-05	22030.0407501	17958.6	16624.1646846
22	9.64421e-05	0.000123126	19431.7268971	13858.9	13185.8712843
23	0.000123126	0.000157158	18112.5497241	10521.9	10354.5577936
24	0.000157158	0.000200562	16807.9513045	7799.3	7940.83953516
25	0.000200562	0.000255918	3523.89494925	5457.78	5850.06012924
26	0.000255918	0.000326517	381.601	3547.72	3758.37260953
27	0.000326517	0.000416558	381.601	3158.16	2802.39
28	0.000416558	0.000531393	381.601	3158.16	2802.39
29	0.000531393	0.000677852	381.601	3158.16	2802.39
30	0.000677852	0.00086464	381.601	3158.16	2802.39
31	0.00086464	0.00345856	381.601	3158.16	2802.39
