time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.536575e-08	1.41463e-07	635527.629788	150921.0	296559.097085
1	1.41463e-07	3.2188e-07	643665.0	150921.0	301913.0
2	3.2188e-07	5.5198e-07	629310.737784	150921.0	300956.735443
3	5.5198e-07	8.45443e-07	182822.469936	150921.0	99990.2765891
4	8.45443e-07	1.21972e-06	7307.24284896	150921.0	15.4662
5	1.21972e-06	1.69706e-06	63.9764030354	12.1663	15.4662
6	1.69706e-06	2.30584e-06	16.4233	12.1663	15.4662
7	2.30584e-06	3.08228e-06	16.4233	12.1663	15.4662
8	3.08228e-06	4.07251e-06	16.4233	12.1663	15.4662
9	4.07251e-06	5.33544e-06	16.4233	12.1663	21.1355985355
10	5.33544e-06	6.94614e-06	38.5738831409	12.1663	109.289968075
11	6.94614e-06	9.00038e-06	361.052484028	12.1663	638.552945564
12	9.00038e-06	1.16203e-05	1944.24223566	12.1663	2327.315438
13	1.16203e-05	1.49617e-05	5589.04356646	32.9387	5717.85532955
14	1.49617e-05	1.92232e-05	10116.246793	328.043	10622.6140658
15	1.92232e-05	2.46582e-05	13955.8202012	1867.58	16283.443618
16	2.46582e-05	3.15899e-05	17109.9381201	6197.61	21505.8599846
17	3.15899e-05	4.04303e-05	19962.88136	13595.0	24914.1811049
18	4.04303e-05	5.17052e-05	22559.5363534	21816.7	25554.5184314
19	5.17052e-05	6.60849e-05	24193.2002406	25325.6	23446.5419611
20	6.60849e-05	8.44244e-05	23737.8305456	22089.3	19733.468377
21	8.44244e-05	0.000107814	21033.5996901	17006.6	15802.3440459
22	0.000107814	0.000137645	17465.8450316	13026.4	12364.7143668
23	0.000137645	0.00017569	14080.6357618	10149.4	9408.08560309
24	0.00017569	0.000224211	11181.6607053	7521.76	6798.48292893
25	0.000224211	0.000286095	6229.78561681	5115.21	4815.47586409
26	0.000286095	0.000365019	2513.31	3328.79	3920.2560285
27	0.000365019	0.000465677	2513.31	3353.74	3874.59
28	0.000465677	0.000594053	2513.31	3353.74	3874.59
29	0.000594053	0.000757781	2513.31	3353.74	3874.59
30	0.000757781	0.000966595	2513.31	3353.74	3874.59
31	0.000966595	0.00386638	2513.31	3353.74	3874.59
