time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.0275e-08	1.611e-07	162411.943284	122.115	331.55653918
1	1.611e-07	3.66564e-07	16650.0082583	122.115	109.718637121
2	3.66564e-07	6.28606e-07	15.6445	10.6833	12.0568952729
3	6.28606e-07	9.62807e-07	15.6445	10.6833	12.0554
4	9.62807e-07	1.38904e-06	15.6445	10.6833	12.0554
5	1.38904e-06	1.93264e-06	15.6445	10.6833	12.0554
6	1.93264e-06	2.62594e-06	15.6445	10.6833	12.0554
7	2.62594e-06	3.51016e-06	15.6445	10.6833	12.0554
8	3.51016e-06	4.63786e-06	15.6445	10.6833	13.0238405619
9	4.63786e-06	6.0761e-06	16.5309449318	10.6833	48.4438627508
10	6.0761e-06	7.9104e-06	70.6653658106	10.6833	289.60640042
11	7.9104e-06	1.02498e-05	411.684140145	10.6833	1167.7599668
12	1.02498e-05	1.32334e-05	1513.93750873	27.2605	3182.71399738
13	1.32334e-05	1.70387e-05	3646.50408579	160.1	6357.18915757
14	1.70387e-05	2.18918e-05	6642.59805887	765.007	9950.96430419
15	2.18918e-05	2.80813e-05	10415.5357517	2643.06	13144.1316113
16	2.80813e-05	3.59752e-05	15243.0090936	6522.74	15628.6749747
17	3.59752e-05	4.60429e-05	21039.3530362	11955.1	17259.7449293
18	4.60429e-05	5.88829e-05	25956.1488065	16784.8	17673.9379064
19	5.88829e-05	7.52588e-05	26936.5962595	18806.5	16741.3774598
20	7.52588e-05	9.61442e-05	23839.0837676	18226.9	14793.9273719
21	9.61442e-05	0.000122781	20149.8885203	16379.3	12549.3205777
22	0.000122781	0.000156752	17001.6272766	13808.9	10595.8481614
23	0.000156752	0.000200079	13850.6496267	11213.5	8967.04371759
24	0.000200079	0.000255336	11396.3979987	8983.33	7450.5973953
25	0.000255336	0.00032581	11647.7885399	7104.42	6033.90850218
26	0.00032581	0.000415691	11602.6583621	5877.8	4667.97591755
27	0.000415691	0.000530322	3957.98870984	7621.11	4242.72496697
28	0.000530322	0.000676519	15.6445	7621.11	3860.65580329
29	0.000676519	0.000862976	15.6445	38.585	3611.75
30	0.000862976	0.00110078	15.6445	38.585	3611.75
31	0.00110078	0.00440312	15.6445	38.585	3611.75
