time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.24035e-08	1.69614e-07	228905.797759	30946.6	151861.766171
1	1.69614e-07	3.85936e-07	11743.4861525	30946.6	23140.2265879
2	3.85936e-07	6.61826e-07	16.5619	10.147	13.7057
3	6.61826e-07	1.01369e-06	16.5619	10.147	13.7057
4	1.01369e-06	1.46245e-06	16.5619	10.147	13.7057
5	1.46245e-06	2.03478e-06	16.5619	10.147	13.7057
6	2.03478e-06	2.76472e-06	16.5619	10.147	13.7057
7	2.76472e-06	3.69566e-06	16.5619	10.147	13.7057
8	3.69566e-06	4.88296e-06	25.6849882969	10.147	20.9555525825
9	4.88296e-06	6.39721e-06	117.435696364	10.147	92.6694975197
10	6.39721e-06	8.32844e-06	512.292662613	10.147	435.367932447
11	8.32844e-06	1.07915e-05	1743.54351901	10.147	1547.28840837
12	1.07915e-05	1.39328e-05	4443.99302261	27.7548	4076.84513338
13	1.39328e-05	1.79391e-05	8583.61305316	179.567	8066.02477044
14	1.79391e-05	2.30487e-05	13223.8061282	739.628	12440.4293626
15	2.30487e-05	2.95653e-05	17307.3344769	2138.0	15756.9792466
16	2.95653e-05	3.78764e-05	20673.1576529	4915.33	17534.8449483
17	3.78764e-05	4.84761e-05	23464.017009	9112.41	18291.7152736
18	4.84761e-05	6.19948e-05	24833.6533051	13867.9	18396.4389205
19	6.19948e-05	7.92361e-05	23575.6755553	17682.7	17694.9720721
20	7.92361e-05	0.000101225	20540.055107	18536.6	16113.244902
21	0.000101225	0.000129269	17246.9109289	16324.7	14160.8697304
22	0.000129269	0.000165036	14151.7870748	13516.0	12184.6053555
23	0.000165036	0.000210653	11244.1440189	11145.9	10164.6382462
24	0.000210653	0.00026883	8438.60475546	8904.14	8106.10296307
25	0.00026883	0.000343029	6253.11351786	6750.89	5976.28295061
26	0.000343029	0.000437659	4972.68434513	4923.38	4808.02
27	0.000437659	0.000558348	1007.06722019	3117.57	4094.42688266
28	0.000558348	0.000712272	597.924	3117.57	2930.35109502
29	0.000712272	0.000908582	597.924	642.081	2904.4
30	0.000908582	0.00115895	597.924	642.081	2904.4
31	0.00115895	0.0046358	597.924	642.081	2904.4
