time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.561025e-08	1.42441e-07	569.546674223	100342.0	122858.350779
1	1.42441e-07	3.24106e-07	120.814978672	100342.0	52276.5559183
2	3.24106e-07	5.55797e-07	15.4602356448	12.0828	12.3169
3	5.55797e-07	8.5129e-07	15.4577	12.0828	12.3169
4	8.5129e-07	1.22815e-06	15.4577	12.0828	12.3169
5	1.22815e-06	1.70879e-06	15.4577	12.0828	12.3169
6	1.70879e-06	2.32179e-06	15.4577	12.0828	12.3169
7	2.32179e-06	3.10359e-06	15.4577	12.0828	12.3169
8	3.10359e-06	4.10068e-06	15.4577	12.0828	12.3169
9	4.10068e-06	5.37234e-06	16.7312586477	12.0828	14.5490248554
10	5.37234e-06	6.99417e-06	60.5485651318	12.0828	48.3804905451
11	6.99417e-06	9.06262e-06	416.842551754	12.0828	225.13244161
12	9.06262e-06	1.17007e-05	1803.29887484	13.8372	814.986306926
13	1.17007e-05	1.50652e-05	4864.87213439	103.078	2294.21675319
14	1.50652e-05	1.93561e-05	8843.60645213	568.402	5070.44886805
15	1.93561e-05	2.48287e-05	12726.2885488	2236.28	9057.05605038
16	2.48287e-05	3.18083e-05	16307.5591967	6191.61	13537.0620112
17	3.18083e-05	4.07099e-05	19637.6174947	12653.0	17357.8538025
18	4.07099e-05	5.20628e-05	22428.8263388	19923.7	19219.2228694
19	5.20628e-05	6.6542e-05	23714.694239	23401.1	18634.3951236
20	6.6542e-05	8.50083e-05	22713.3405873	20510.2	16467.150631
21	8.50083e-05	0.00010856	19908.9583132	15747.3	13865.0593125
22	0.00010856	0.000138597	16578.8729411	12279.7	11430.2234109
23	0.000138597	0.000176905	13625.8237033	10056.7	9371.84604665
24	0.000176905	0.000225762	11452.1055216	8237.65	7824.85972038
25	0.000225762	0.000288073	14139.5869342	6642.64	6866.57365458
26	0.000288073	0.000367543	22041.4853669	5348.38	7597.46049941
27	0.000367543	0.000468897	17645.9426037	3898.14	9463.11746506
28	0.000468897	0.000598161	1666.56926615	3898.14	7079.83000395
29	0.000598161	0.000763021	15.4577	318.982	502.037759112
30	0.000763021	0.000973279	15.4577	318.982	12.4469
31	0.000973279	0.003893116	15.4577	318.982	12.4469
