time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.8022e-08	1.52088e-07	300871.668583	80728.2	124635.010195
1	1.52088e-07	3.46056e-07	64128.628271	80728.2	42964.255053
2	3.46056e-07	5.93439e-07	14.093	11.3164	12.3129
3	5.93439e-07	9.08944e-07	14.093	11.3164	12.3129
4	9.08944e-07	1.31133e-06	14.093	11.3164	12.3129
5	1.31133e-06	1.82452e-06	14.093	11.3164	12.3129
6	1.82452e-06	2.47904e-06	14.093	11.3164	12.3129
7	2.47904e-06	3.31378e-06	14.093	11.3164	12.3129
8	3.31378e-06	4.3784e-06	14.4734004981	11.3164	12.3359000282
9	4.3784e-06	5.73618e-06	33.1324419338	11.3164	16.5354845071
10	5.73618e-06	7.46786e-06	193.273471535	11.3164	71.407632847
11	7.46786e-06	9.67639e-06	827.08751745	11.3164	324.632549224
12	9.67639e-06	1.24931e-05	2466.17562299	62.7417	1123.00734251
13	1.24931e-05	1.60854e-05	5231.74671084	308.823	2956.21550684
14	1.60854e-05	2.0667e-05	8510.94693666	1203.88	6094.47231654
15	2.0667e-05	2.65103e-05	11765.9330006	3649.55	10244.1784101
16	2.65103e-05	3.39626e-05	14920.6429424	8525.99	14588.8674258
17	3.39626e-05	4.3467e-05	17600.9382116	15346.3	18015.4974764
18	4.3467e-05	5.55888e-05	18946.5119379	20893.8	19396.4936156
19	5.55888e-05	7.10485e-05	18542.8373855	20997.5	18337.4867009
20	7.10485e-05	9.07654e-05	16906.2164065	16979.3	15796.980383
21	9.07654e-05	0.000115912	14727.6251176	12644.2	13058.5472734
22	0.000115912	0.000147983	12324.0618243	9471.56	10674.297403
23	0.000147983	0.000188886	10019.7777293	7364.98	8756.53594777
24	0.000188886	0.000241052	8440.97600228	5894.93	7415.08571267
25	0.000241052	0.000307583	10013.2308824	4802.54	6801.98581577
26	0.000307583	0.000392435	16500.9195261	4095.1	10174.0090462
27	0.000392435	0.000500653	14530.059414	5963.25	12536.4
28	0.000500653	0.000638672	2072.71058989	5963.25	6602.1730728
29	0.000638672	0.000814697	14.093	11.3164	24.4304278498
30	0.000814697	0.00103919	14.093	11.3164	12.3129
31	0.00103919	0.00415676	14.093	11.3164	12.3129
