time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.57055e-08	1.42822e-07	238646.137241	41819.5	169663.936189
1	1.42822e-07	3.24973e-07	36028.7099816	41819.5	38774.6276755
2	3.24973e-07	5.57284e-07	16.3094	12.0506	14.734
3	5.57284e-07	8.53567e-07	16.3094	12.0505	14.734
4	8.53567e-07	1.23144e-06	16.3094	12.0505	14.734
5	1.23144e-06	1.71337e-06	16.3094	12.0505	14.734
6	1.71337e-06	2.328e-06	16.3094	12.0505	14.734
7	2.328e-06	3.11189e-06	16.3094	12.0505	14.734
8	3.11189e-06	4.11165e-06	16.3094	12.0505	14.734
9	4.11165e-06	5.38671e-06	33.6456329363	12.0505	20.7458862392
10	5.38671e-06	7.01288e-06	146.843313491	12.0505	88.5497760933
11	7.01288e-06	9.08687e-06	600.560202962	17.0241	395.467156065
12	9.08687e-06	1.1732e-05	1931.91251584	72.7078	1374.0315744
13	1.1732e-05	1.51055e-05	4715.76276247	282.957	3691.83444515
14	1.51055e-05	1.94079e-05	8868.32794791	1003.96	7820.14562025
15	1.94079e-05	2.48952e-05	13383.7158424	3001.8	13429.3726361
16	2.48952e-05	3.18934e-05	17380.2698175	7137.15	19290.3272223
17	3.18934e-05	4.08188e-05	20875.217307	13394.2	23656.7621789
18	4.08188e-05	5.22021e-05	23728.1284196	19909.2	24843.0956838
19	5.22021e-05	6.67199e-05	24803.0098902	22851.9	22776.1500126
20	6.67199e-05	8.52357e-05	23163.7062388	20803.3	19069.5648432
21	8.52357e-05	0.00010885	20068.2188114	16911.1	15377.8427535
22	0.00010885	0.000138967	16957.3875034	13564.0	12352.5596931
23	0.000138967	0.000177378	14166.4085438	10741.7	9929.61460473
24	0.000177378	0.000226366	11718.5907967	7989.86	7865.95971338
25	0.000226366	0.000288844	10324.2913815	5674.69	5976.37180539
26	0.000288844	0.000368526	9988.02	3998.16	4239.25070575
27	0.000368526	0.000470152	6200.77526635	2467.11	3726.80319507
28	0.000470152	0.000599761	182.984261064	2467.11	1720.78005603
29	0.000599761	0.000765062	64.7337	1927.31	1286.09
30	0.000765062	0.000975883	64.7337	1927.31	1286.09
31	0.000975883	0.003903532	64.7337	1927.31	1286.09
