time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	5.04965e-08	2.01986e-07	10.303761380194633	8.5208	10.733876708562429
1	2.01986e-07	4.59594e-07	10.515562225664343	8.5208	10.920281967913368
2	4.59594e-07	7.8814e-07	10.515543756303334	8.52083	10.920300509169513
3	7.8814e-07	1.20716e-06	11.492577817128371	8.5208	10.920368514283288
4	1.20716e-06	1.74156e-06	61.85728329606579	8.52084	23.534743584734596
5	1.74156e-06	2.42313e-06	357.4946427053265	61.57	192.34582467589547
6	2.42313e-06	3.29238e-06	838.3910994285391	399.511	662.945816090537
7	3.29238e-06	4.401e-06	1035.0448665287881	1017.53	1017.0745722441103
8	4.401e-06	5.8149e-06	987.6209848845522	1340.74	935.9913584052548
9	5.8149e-06	7.61815e-06	1100.996973942394	1267.54	893.1634789696792
10	7.61815e-06	9.91798e-06	1725.1195390911148	1198.3	1400.5930674086005
11	9.91798e-06	1.28511e-05	3302.2393890010785	1397.74	3036.5238125503333
12	1.28511e-05	1.65919e-05	6169.299946762258	2004.97	6093.292377614907
13	1.65919e-05	2.13629e-05	9787.868558889382	3213.62	9536.884660125514
14	2.13629e-05	2.74477e-05	12696.899644384046	5404.94	12225.586825464801
15	2.74477e-05	3.5208e-05	13904.390424149628	8734.79	14212.77333944972
16	3.5208e-05	4.51053e-05	13958.756456418781	12128.2	15656.909262550385
17	4.51053e-05	5.77281e-05	13936.441087282876	13602.0	16203.717609661317
18	5.77281e-05	7.38268e-05	14213.396841513757	12877.4	15522.2986118718
19	7.38268e-05	9.43587e-05	14630.642519870877	11602.7	14400.959920015855
20	9.43587e-05	0.000120545	11434.22978637893	10757.6	10935.99757124852
21	0.000120545	0.000153941	7759.499999999999	10348.9	9006.78
22	0.000153941	0.000196535	7759.499999999999	7027.74	9006.78
23	0.000196535	0.000250857	7759.499999999999	7027.74	9006.78
24	0.000250857	0.000320138	7759.499999999999	7027.74	9006.78
25	0.000320138	0.000408498	6632.784973268604	7027.74	6304.872599678793
26	0.000408498	0.000521189	2778.5783650328635	7027.74	687.4995912306621
27	0.000521189	0.000664912	2368.89	143.21	440.27899999999994
28	0.000664912	0.000848213	2368.89	143.21	440.27899999999994
29	0.000848213	0.00108199	2368.89	143.21	440.27899999999994
30	0.00108199	0.00138014	2368.89	143.21	440.27899999999994
31	0.00138014	0.00552056	2368.89	143.21	440.27899999999994
