time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.073925e-08	1.62957e-07	647646.0	128944.0	193798.434512
1	1.62957e-07	3.70787e-07	647646.0	128944.0	196207.0
2	3.70787e-07	6.35849e-07	556636.907671	128944.0	190970.09245
3	6.35849e-07	9.73901e-07	67120.2790542	128944.0	41626.808555
4	9.73901e-07	1.40504e-06	456.780155275	128944.0	14.3169
5	1.40504e-06	1.95491e-06	16.4417	10.5616	14.3169
6	1.95491e-06	2.6562e-06	16.4417	10.5616	14.3169
7	2.6562e-06	3.5506e-06	16.4417	10.5616	14.3169
8	3.5506e-06	4.6913e-06	16.4417	10.5616	14.3169
9	4.6913e-06	6.14611e-06	21.6143892181	10.5616	47.5811348429
10	6.14611e-06	8.00154e-06	135.871135936	10.5616	327.928059355
11	8.00154e-06	1.03679e-05	1018.87219628	10.5616	1486.16808582
12	1.03679e-05	1.33859e-05	3909.40461329	10.5616	4341.06872535
13	1.33859e-05	1.7235e-05	8258.98237109	36.4087	8830.78505028
14	1.7235e-05	2.2144e-05	12385.8553238	321.227	13526.0230968
15	2.2144e-05	2.84048e-05	15772.4307039	1493.91	16764.1566656
16	2.84048e-05	3.63897e-05	18663.1877306	4311.32	18137.1920184
17	3.63897e-05	4.65734e-05	21174.6550218	8800.15	18478.4849661
18	4.65734e-05	5.95614e-05	22800.5984621	14015.2	18384.2022183
19	5.95614e-05	7.61259e-05	22780.2834957	17939.0	17748.3119022
20	7.61259e-05	9.72519e-05	21070.8057956	18621.1	16340.8091047
21	9.72519e-05	0.000124195	18904.2170044	16437.5	14529.5443977
22	0.000124195	0.000158558	18145.0755042	13653.1	12635.9322422
23	0.000158558	0.000202384	29355.3028767	11411.0	10618.6113844
24	0.000202384	0.000258278	50473.3390231	9188.07	8459.60548805
25	0.000258278	0.000329564	6215.05121536	6874.35	5419.85650369
26	0.000329564	0.00042048	16.4417	4997.9	3489.72
27	0.00042048	0.000536432	16.4417	2187.5	3489.72
28	0.000536432	0.000684314	16.4417	2187.5	3489.72
29	0.000684314	0.000872919	16.4417	2187.5	3489.72
30	0.000872919	0.00111346	16.4417	2187.5	3489.72
31	0.00111346	0.00445384	16.4417	2187.5	3489.72
