time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.26125e-08	1.7045e-07	158049.274086	20064.8	140431.30721
1	1.7045e-07	3.87838e-07	11218.9824537	20064.8	23092.3154974
2	3.87838e-07	6.65088e-07	15.6445	10.0973	13.3998
3	6.65088e-07	1.01869e-06	15.6445	10.0973	13.3998
4	1.01869e-06	1.46965e-06	15.6445	10.0973	13.3998
5	1.46965e-06	2.04481e-06	15.6445	10.0973	13.3998
6	2.04481e-06	2.77834e-06	15.6445	10.0973	13.3998
7	2.77834e-06	3.71387e-06	15.6445	10.0973	13.3998
8	3.71387e-06	4.90702e-06	15.6445	10.0973	22.8761064274
9	4.90702e-06	6.42874e-06	20.8458391561	10.0973	105.531720713
10	6.42874e-06	8.36949e-06	109.16685082	10.0973	478.613748877
11	8.36949e-06	1.08447e-05	565.631999033	10.0973	1644.72957534
12	1.08447e-05	1.40014e-05	1893.21434213	24.7483	4230.63280074
13	1.40014e-05	1.80275e-05	4256.59110415	134.846	8230.24185166
14	1.80275e-05	2.31623e-05	7419.59299856	595.139	12555.4452913
15	2.31623e-05	2.9711e-05	11399.4281171	1958.07	15781.5614294
16	2.9711e-05	3.8063e-05	16529.0148489	4873.18	17492.2969436
17	3.8063e-05	4.8715e-05	22422.0905107	9321.11	18199.805878
18	4.8715e-05	6.23003e-05	26570.2172258	14215.4	18245.214937
19	6.23003e-05	7.96266e-05	26429.8291715	17919.9	17443.4657032
20	7.96266e-05	0.000101724	22989.6293532	18529.0	15735.4645413
21	0.000101724	0.000129907	19390.5732589	16185.9	13653.6155752
22	0.000129907	0.00016585	16273.6675866	13370.7	11677.6738225
23	0.00016585	0.000211691	13185.6345958	11074.0	9927.25323691
24	0.000211691	0.000270155	11198.2012254	9024.39	8338.83246365
25	0.000270155	0.000344719	11786.2926036	7307.65	6721.74281866
26	0.000344719	0.000439816	10708.1652053	6088.69	5692.7743022
27	0.000439816	0.0005611	2089.42760715	8101.45	3960.11265717
28	0.0005611	0.000715782	15.6445	8101.45	392.584746105
29	0.000715782	0.00091306	15.6445	10.0973	236.591
30	0.00091306	0.00116466	15.6445	10.0973	236.591
31	0.00116466	0.00465864	15.6445	10.0973	236.591
