time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.580225e-08	1.43209e-07	248173.575252	42365.3	239460.881957
1	1.43209e-07	3.25853e-07	34305.9618002	42365.3	44700.5873053
2	3.25853e-07	5.58793e-07	16.5619	12.018	15.4328
3	5.58793e-07	8.55879e-07	16.5619	12.018	15.4328
4	8.55879e-07	1.23477e-06	16.5619	12.018	15.4328
5	1.23477e-06	1.71801e-06	16.5619	12.018	15.4328
6	1.71801e-06	2.33431e-06	16.5619	12.018	15.4328
7	2.33431e-06	3.12032e-06	16.5619	12.018	15.4328
8	3.12032e-06	4.12278e-06	16.5619	12.018	15.4328
9	4.12278e-06	5.40129e-06	42.7539876425	12.018	25.32275524
10	5.40129e-06	7.03187e-06	203.319594349	12.018	120.802959706
11	7.03187e-06	9.11147e-06	817.984677142	12.018	567.030730487
12	9.11147e-06	1.17637e-05	2489.60816302	19.1113	1932.15065859
13	1.17637e-05	1.51464e-05	5684.702451	129.957	4826.12398858
14	1.51464e-05	1.94605e-05	10078.2463584	673.912	9335.91360042
15	1.94605e-05	2.49626e-05	14616.8191267	2500.03	14803.7822998
16	2.49626e-05	3.19798e-05	18450.5033514	6595.89	20011.4859615
17	3.19798e-05	4.09294e-05	21615.3318768	12924.7	23608.4229316
18	4.09294e-05	5.23434e-05	24090.8173674	19548.0	24578.6351224
19	5.23434e-05	6.69006e-05	24780.5182267	22702.8	22785.4509491
20	6.69006e-05	8.54665e-05	22743.3982195	20994.6	19271.1292205
21	8.54665e-05	0.000109145	19482.4211406	17184.9	15481.3074027
22	0.000109145	0.000139344	16280.3434969	13657.0	12239.9327009
23	0.000139344	0.000177858	13219.2138665	10721.8	9557.32892512
24	0.000177858	0.000226979	10411.9135337	8033.61	7237.9656567
25	0.000226979	0.000289626	7520.88564395	5724.98	5142.31166835
26	0.000289626	0.000369524	6154.34	4017.02	3688.08556929
27	0.000369524	0.000471425	3674.35997284	2632.54	3704.40077751
28	0.000471425	0.000601385	620.561062027	2632.54	3946.69296743
29	0.000601385	0.000767134	597.924	3035.12	3969.7
30	0.000767134	0.000978525	597.924	3035.12	3969.7
31	0.000978525	0.0039141	597.924	3035.12	3969.7
