time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	6.25705e-08	2.50282e-07	209212.116388	11.881	850036.500964
1	2.50282e-07	6.19642e-07	800681.327317	990164.0	548696.259071
2	6.19642e-07	1.16473e-06	79067.8729734	48.9334	45.8832627237
3	1.16473e-06	1.96916e-06	23.6095741492	11.8809	14.5576
4	1.96916e-06	3.15632e-06	16.1459	11.8809	14.5576
5	3.15632e-06	4.9083e-06	16.1459	11.8809	14.887599272
6	4.9083e-06	7.49381e-06	27.1116147396	11.8809	129.543516165
7	7.49381e-06	1.13095e-05	622.573740039	12.2602	1172.53280732
8	1.13095e-05	1.69405e-05	3397.83342345	305.338	5080.00065485
9	1.69405e-05	2.52506e-05	8629.38440517	2619.88	12943.6530019
10	2.52506e-05	3.75144e-05	15076.4823276	9778.3	21994.5710506
11	3.75144e-05	5.5613e-05	22043.5723161	21602.8	25248.3516246
12	5.5613e-05	8.23225e-05	23910.1208131	21802.9	19942.2806756
13	8.23225e-05	0.00012174	20714.1261778	14173.0	13917.6106605
14	0.00012174	0.00017991	16477.7423358	9584.28	9018.79471105
15	0.00017991	0.000265757	9247.77607742	5706.66	5365.8781817
16	0.000265757	0.000392447	5992.80050663	3284.57	3453.49511687
17	0.000392447	0.000579414	11735.5198964	2390.51	5491.18841867
18	0.000579414	0.000855334	11408.2871678	10816.7	1.33103125281e+72
19	0.000855334	0.003421336	1732.22825404	0.657264	9.01037999689e+72
