time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.59045e-08	1.43618e-07	136650.562448	99097.5	330572.165226
1	1.43618e-07	3.26785e-07	139266.0	99097.5	336289.0
2	3.26785e-07	5.6039e-07	139242.900162	99097.5	334516.518899
3	5.6039e-07	8.58325e-07	49668.6413607	99097.5	105382.538142
4	8.58325e-07	1.2383e-06	15.0403	99097.5	15.37
5	1.2383e-06	1.72292e-06	15.0403	11.9837	15.37
6	1.72292e-06	2.34098e-06	15.0403	11.9837	15.37
7	2.34098e-06	3.12924e-06	15.0403	11.9837	15.37
8	3.12924e-06	4.13456e-06	23.9467380919	11.9837	15.37
9	4.13456e-06	5.41673e-06	129.229028926	11.9837	19.334136386
10	5.41673e-06	7.05197e-06	669.413919763	11.9837	96.9527516905
11	7.05197e-06	9.13751e-06	2379.89662276	11.9837	604.273895608
12	9.13751e-06	1.17974e-05	6197.68925698	12.2451	2304.14408219
13	1.17974e-05	1.51896e-05	12499.9562448	128.424	5788.78691038
14	1.51896e-05	1.95161e-05	20237.9523067	759.983	10798.5556511
15	1.95161e-05	2.50339e-05	26639.7343898	2850.51	16461.1093267
16	2.50339e-05	3.20712e-05	28619.3019841	7409.33	21485.6940635
17	3.20712e-05	4.10464e-05	26153.7630372	14627.5	24422.3363532
18	4.10464e-05	5.2493e-05	21853.7527351	22597.1	24206.0101443
19	5.2493e-05	6.70918e-05	17784.4959521	25133.8	20983.7978615
20	6.70918e-05	8.57107e-05	14569.9523127	20664.7	16402.2144139
21	8.57107e-05	0.000109457	12055.2431969	15420.8	12398.9447152
22	0.000109457	0.000139742	9906.10082475	12083.3	10043.6867131
23	0.000139742	0.000178367	7943.07130392	9977.46	9868.82059699
24	0.000178367	0.000227628	6201.03989655	7924.09	26107.5727202
25	0.000227628	0.000290454	4547.64326725	5635.7	34895.6852246
26	0.000290454	0.00037058	3007.27031414	3688.67	1481.36585224
27	0.00037058	0.000472772	2894.42	2112.58	15.37
28	0.000472772	0.000603104	2894.42	2112.58	15.37
29	0.000603104	0.000769327	2894.42	2112.58	15.37
30	0.000769327	0.000981322	2894.42	2112.58	15.37
31	0.000981322	0.003925288	2894.42	2112.58	15.37
