time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.649225e-08	1.45969e-07	138482.854626	123542.0	243275.480753
1	1.45969e-07	3.32134e-07	140957.0	123542.0	247952.0
2	3.32134e-07	5.69565e-07	140437.351451	123542.0	247952.0
3	5.69565e-07	8.72377e-07	46068.5180041	123542.0	88906.4574408
4	8.72377e-07	1.25857e-06	15.0217	123542.0	14.7834
5	1.25857e-06	1.75112e-06	15.0217	11.7907	14.7834
6	1.75112e-06	2.3793e-06	15.0217	11.7907	14.7834
7	2.3793e-06	3.18047e-06	15.0217	11.7907	14.7834
8	3.18047e-06	4.20225e-06	23.9986405594	11.7907	14.7834
9	4.20225e-06	5.50541e-06	130.906280746	11.7907	17.6436037841
10	5.50541e-06	7.16742e-06	688.193892019	11.7907	68.176353258
11	7.16742e-06	9.2871e-06	2473.35584217	11.7907	400.819413453
12	9.2871e-06	1.19905e-05	6466.37065572	37.3482	1576.8803894
13	1.19905e-05	1.54383e-05	12986.1655495	224.908	4343.8676973
14	1.54383e-05	1.98356e-05	20742.5852051	1008.96	9021.43780423
15	1.98356e-05	2.54437e-05	26752.1781699	3388.39	15014.7277186
16	2.54437e-05	3.25962e-05	28197.2646962	8411.63	20886.0102395
17	3.25962e-05	4.17183e-05	25550.5615751	15840.7	24826.7910745
18	4.17183e-05	5.33524e-05	21436.19988	22588.0	25289.7292564
19	5.33524e-05	6.81902e-05	17583.6225934	23273.9	22644.7862118
20	6.81902e-05	8.71139e-05	14386.8979585	19194.9	18770.9359666
21	8.71139e-05	0.000111249	11710.5716311	14900.1	15125.6870064
22	0.000111249	0.00014203	9405.50434134	11764.7	12105.7672341
23	0.00014203	0.000181287	7401.85265128	9343.47	9567.31775535
24	0.000181287	0.000231354	5677.35819942	7052.68	7316.53307892
25	0.000231354	0.000295209	4272.62100271	4948.39	5002.07651055
26	0.000295209	0.000376647	3458.74529694	3304.47	2663.71458106
27	0.000376647	0.000480512	3419.17	2636.44	2488.24
28	0.000480512	0.000612978	3419.17	2636.44	2488.24
29	0.000612978	0.000781921	3419.17	2636.44	2488.24
30	0.000781921	0.000997388	3419.17	2636.44	2488.24
31	0.000997388	0.003989552	3419.17	2636.44	2488.24
