time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	5.9003e-08	2.36012e-07	8.327152181388207	7.2924	9.559979214276781
1	2.36012e-07	5.37016e-07	8.54570257387819	7.2924	9.695366417101674
2	5.37016e-07	9.20907e-07	8.5457	7.29237	9.695398666282047
3	9.20907e-07	1.41051e-06	8.5457	7.29236	11.60535308782317
4	1.41051e-06	2.03494e-06	9.568977807585126	7.29235	79.28753100685083
5	2.03494e-06	2.83132e-06	65.31932825850328	10.9556	493.58305418734807
6	2.83132e-06	3.847e-06	496.4987279199885	143.899	1107.8302927680293
7	3.847e-06	5.14238e-06	1602.4259972687064	785.157	1083.759540277666
8	5.14238e-06	6.79446e-06	2312.553331646233	1972.31	687.757838265598
9	6.79446e-06	8.90149e-06	1698.3307371049034	2277.33	603.6119438656063
10	8.90149e-06	1.15887e-05	808.6067166563655	1225.21	1141.8886341433338
11	1.15887e-05	1.5016e-05	388.34539192802686	437.904	2830.3522950616307
12	1.5016e-05	1.9387e-05	365.06120271778457	230.839	5812.339066737227
13	1.9387e-05	2.49616e-05	721.82581787016	311.722	9001.279773811893
14	2.49616e-05	3.20714e-05	1756.5745931704294	808.66	11471.083765367202
15	3.20714e-05	4.1139e-05	3869.533064820703	2228.32	13265.992071939232
16	4.1139e-05	5.27036e-05	7221.695702112804	4813.7	14369.68993156186
17	5.27036e-05	6.74528e-05	11440.262403827066	8139.74	14445.894502789943
18	6.74528e-05	8.62635e-05	15129.100426572699	11563.2	13503.277595232437
19	8.62635e-05	0.000110254	16289.628210047365	13731.1	12257.742781141882
20	0.000110254	0.000140851	13401.182875265284	12764.3	9457.010871864406
21	0.000140851	0.000179874	8831.73223272511	10033.0	8487.42
22	0.000179874	0.000229642	8610.67	6648.61	8487.42
23	0.000229642	0.000293116	8610.67	6648.61	8487.42
24	0.000293116	0.000374068	8610.67	6648.61	8487.42
25	0.000374068	0.000477312	8251.693067574019	6648.61	4758.920808619992
26	0.000477312	0.000608987	5604.774670231638	6648.61	76.34912944945042
27	0.000608987	0.000776921	4957.700000000001	3702.99	37.21620000000001
28	0.000776921	0.0009911	4957.700000000001	3702.99	37.21620000000001
29	0.0009911	0.00126426	4957.700000000001	3702.99	37.21620000000001
30	0.00126426	0.00161264	4957.700000000001	3702.99	37.21620000000001
31	0.00161264	0.00645056	4957.700000000001	3702.99	37.21620000000001
