time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.577875e-08	1.43115e-07	369879.517912	59706.0	239487.848673
1	1.43115e-07	3.2564e-07	31920.9908712	59706.0	44843.9665586
2	3.2564e-07	5.58428e-07	18.1339	12.0259	15.4328
3	5.58428e-07	8.55319e-07	18.1339	12.0259	15.4328
4	8.55319e-07	1.23397e-06	18.1339	12.0259	15.4328
5	1.23397e-06	1.71688e-06	18.1339	12.0259	15.4328
6	1.71688e-06	2.33278e-06	18.1339	12.0259	15.4328
7	2.33278e-06	3.11828e-06	18.1339	12.0259	15.4328
8	3.11828e-06	4.12008e-06	19.1380027393	12.0259	15.4328
9	4.12008e-06	5.39776e-06	50.3955270174	12.0259	25.2511338513
10	5.39776e-06	7.02727e-06	325.294979903	12.0259	120.275571905
11	7.02727e-06	9.10551e-06	1538.78981821	12.0259	564.891284004
12	9.10551e-06	1.1756e-05	4774.69475034	21.3694	1926.84345907
13	1.1756e-05	1.51364e-05	10248.7727434	125.657	4816.35240977
14	1.51364e-05	1.94477e-05	16697.06055	612.521	9322.54944486
15	1.94477e-05	2.49462e-05	22243.470863	2264.13	14789.4931196
16	2.49462e-05	3.19589e-05	25409.6845819	6137.89	19999.377166
17	3.19589e-05	4.09026e-05	25853.425947	12635.9	23601.6240881
18	4.09026e-05	5.23092e-05	24332.8351802	20211.7	24579.8640898
19	5.23092e-05	6.68568e-05	21899.8571725	23540.6	22793.1146293
20	6.68568e-05	8.54105e-05	19116.4986854	20391.1	19281.851205
21	8.54105e-05	0.000109073	16298.4343897	15867.1	15490.9620528
22	0.000109073	0.000139252	13766.5404649	12717.3	12247.7756448
23	0.000139252	0.000177742	11570.5561714	10683.5	9563.86602156
24	0.000177742	0.00022683	9236.63898947	8956.0	7243.74421727
25	0.00022683	0.000289436	6087.3782246	7407.4	5147.90364065
26	0.000289436	0.000369283	5302.68419327	6434.59	3689.29635617
27	0.000369283	0.000471116	3283.55250975	9576.77	3703.82692535
28	0.000471116	0.000600992	2577.53	9576.77	3946.31873879
29	0.000600992	0.000766632	2577.53	12.0259	3969.7
30	0.000766632	0.000977885	2577.53	12.0259	3969.7
31	0.000977885	0.00391154	2577.53	12.0259	3969.7
