time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.2099e-08	1.68396e-07	486.52719524	122.508	332.469418457
1	1.68396e-07	3.83163e-07	65.4568400176	122.508	95.1796255236
2	3.83163e-07	6.57071e-07	14.835769442	10.2205	12.0563963997
3	6.57071e-07	1.00641e-06	14.8354	10.2205	12.0554
4	1.00641e-06	1.45194e-06	14.8354	10.2205	12.0554
5	1.45194e-06	2.02016e-06	14.8354	10.2205	12.0554
6	2.02016e-06	2.74485e-06	14.8354	10.2205	12.0554
7	2.74485e-06	3.66911e-06	14.8354	10.2205	12.0554
8	3.66911e-06	4.84787e-06	14.8658058524	10.2205	15.0896890379
9	4.84787e-06	6.35124e-06	18.2039132191	10.2205	68.2310856011
10	6.35124e-06	8.2686e-06	89.9817307192	10.2205	378.518754229
11	8.2686e-06	1.07139e-05	476.976758289	10.2205	1418.14823932
12	1.07139e-05	1.38327e-05	1725.51759313	44.1944	3657.23872203
13	1.38327e-05	1.78102e-05	4125.24910917	246.518	6997.69557192
14	1.78102e-05	2.28831e-05	7381.08716412	1040.67	10575.0307967
15	2.28831e-05	2.93528e-05	11334.53432	3219.74	13639.4609471
16	2.93528e-05	3.76042e-05	16160.5543332	7291.25	16000.2315826
17	3.76042e-05	4.81278e-05	21179.6276743	12598.5	17427.5366648
18	4.81278e-05	6.15493e-05	24377.375368	17192.1	17594.4899559
19	6.15493e-05	7.86667e-05	24360.1504703	18600.9	16441.8872597
20	7.86667e-05	0.000100498	22162.1403845	16923.8	14393.9578229
21	0.000100498	0.000128341	19214.6297282	14240.4	12172.3695085
22	0.000128341	0.000163851	15898.55366	11556.8	10281.7350589
23	0.000163851	0.000209139	12375.2042043	9013.23	8686.27195795
24	0.000209139	0.000266899	10011.7924177	6811.85	7186.53927945
25	0.000266899	0.000340564	12176.4651525	5173.33	5780.19506572
26	0.000340564	0.000434514	12934.1056013	4293.66	4493.88627797
27	0.000434514	0.000554336	4754.418787	7693.58	4215.49741851
28	0.000554336	0.000707154	14.8354	7693.58	3771.42919939
29	0.000707154	0.000902054	14.8354	10.2205	3611.75
30	0.000902054	0.00115062	14.8354	10.2205	3611.75
31	0.00115062	0.00460248	14.8354	10.2205	3611.75
