time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.78865e-08	1.51546e-07	338439.992641	160019.0	157050.279054
1	1.51546e-07	3.44823e-07	341155.0	160019.0	160776.0
2	3.44823e-07	5.91323e-07	358383.269164	160019.0	160776.0
3	5.91323e-07	9.05704e-07	482390.6931	160019.0	77369.665741
4	9.05704e-07	1.30666e-06	39062.3555803	160019.0	13.4921
5	1.30666e-06	1.81802e-06	187.494780836	11.3569	13.4921
6	1.81802e-06	2.4702e-06	16.2219663301	11.3569	13.4921
7	2.4702e-06	3.30197e-06	16.1526	11.3569	13.4921
8	3.30197e-06	4.36279e-06	16.1526	11.3569	13.4921
9	4.36279e-06	5.71573e-06	16.1526	11.3569	22.3952360767
10	5.71573e-06	7.44123e-06	31.6989030223	11.3569	168.363164474
11	7.44123e-06	9.6419e-06	237.723218269	11.3569	967.83445331
12	9.6419e-06	1.24486e-05	1165.27424315	11.3569	3126.40034837
13	1.24486e-05	1.60281e-05	3271.20517502	25.8464	6641.56306242
14	1.60281e-05	2.05934e-05	6327.02753864	294.043	10522.2175673
15	2.05934e-05	2.64158e-05	9942.54145235	1706.36	13780.2452914
16	2.64158e-05	3.38415e-05	14402.5871127	5455.44	16239.5548276
17	3.38415e-05	4.33121e-05	19973.9040337	11286.8	17810.5881474
18	4.33121e-05	5.53906e-05	25325.1724295	16676.3	18193.3345664
19	5.53906e-05	7.07952e-05	27212.6949617	18734.5	17291.2716738
20	7.07952e-05	9.04419e-05	24715.9877325	17845.2	15444.1832747
21	9.04419e-05	0.000115499	21666.9394301	15961.1	13312.1387304
22	0.000115499	0.000147455	19796.8077815	13655.6	11459.650724
23	0.000147455	0.000188212	18633.8555731	11515.1	9862.66221385
24	0.000188212	0.000240192	20093.3566879	10351.8	8191.68400009
25	0.000240192	0.000306487	6851.27971745	10788.4	6372.29824246
26	0.000306487	0.000391036	35.4446	25616.7	4471.36381003
27	0.000391036	0.000498869	35.4446	38.8957	4133.43
28	0.000498869	0.000636395	35.4446	38.8957	4133.43
29	0.000636395	0.000811793	35.4446	38.8957	4133.43
30	0.000811793	0.00103549	35.4446	38.8957	4133.43
31	0.00103549	0.00414196	35.4446	38.8957	4133.43
