time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.35235e-08	1.74094e-07	444969.63017	71673.4	154339.424557
1	1.74094e-07	3.9613e-07	447577.0	71673.4	156352.0
2	3.9613e-07	6.79308e-07	412336.187857	71673.4	152701.71013
3	6.79308e-07	1.04047e-06	51117.1283046	71673.4	35067.447527
4	1.04047e-06	1.50108e-06	21.4872263527	71673.4	13.3099
5	1.50108e-06	2.08853e-06	14.3864	9.88591	13.3099
6	2.08853e-06	2.83774e-06	14.3864	9.88591	13.3099
7	2.83774e-06	3.79328e-06	14.3864	9.88591	13.3099
8	3.79328e-06	5.01194e-06	14.8617215307	9.88591	14.2322848656
9	5.01194e-06	6.56619e-06	56.1299386931	9.88591	78.8985667236
10	6.56619e-06	8.54843e-06	459.673954408	9.88591	503.744737034
11	8.54843e-06	1.10765e-05	1964.90348806	9.88591	1952.98222404
12	1.10765e-05	1.43008e-05	4859.86854751	11.644	5050.78068599
13	1.43008e-05	1.8413e-05	8364.80624538	119.679	9403.91741581
14	1.8413e-05	2.36575e-05	11597.1073544	692.457	13584.2552938
15	2.36575e-05	3.03462e-05	14425.1891983	2460.34	16253.0467116
16	3.03462e-05	3.88768e-05	16847.7143009	5936.87	17250.0418579
17	3.88768e-05	4.97566e-05	18216.7249476	10615.1	17353.6765756
18	4.97566e-05	6.36323e-05	17903.0569615	14838.5	17023.8362982
19	6.36323e-05	8.1329e-05	16357.0369975	16819.5	16185.8337125
20	8.1329e-05	0.000103899	14637.7018156	16230.3	14752.2928806
21	0.000103899	0.000132684	13292.7275527	13892.8	13184.7507988
22	0.000132684	0.000169396	12596.1316522	11114.1	11997.0561967
23	0.000169396	0.000216217	16477.9906794	8947.83	11453.0428053
24	0.000216217	0.000275931	41176.7810747	7291.3	12381.945383
25	0.000275931	0.000352089	12804.228239	5755.79	6895.0996521
26	0.000352089	0.000449219	14.3864	4434.56	284.233
27	0.000449219	0.000573096	14.3864	1139.44	284.233
28	0.000573096	0.000731086	14.3864	1139.44	284.233
29	0.000731086	0.000932581	14.3864	1139.44	284.233
30	0.000932581	0.00118956	14.3864	1139.44	284.233
31	0.00118956	0.00475824	14.3864	1139.44	284.233
