time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.83855e-08	1.53542e-07	441615.065814	116943.0	190070.071308
1	1.53542e-07	3.49366e-07	449278.0	116943.0	194063.0
2	3.49366e-07	5.99115e-07	446983.248167	116943.0	194063.0
3	5.99115e-07	9.17638e-07	141545.999777	116943.0	78952.6700208
4	9.17638e-07	1.32387e-06	58.3971762706	116943.0	13.7572
5	1.32387e-06	1.84197e-06	14.3668	11.2092	13.7572
6	1.84197e-06	2.50275e-06	14.3668	11.2092	13.7572
7	2.50275e-06	3.34548e-06	14.3668	11.2092	13.7572
8	3.34548e-06	4.42028e-06	14.3668	11.2092	13.7572
9	4.42028e-06	5.79104e-06	27.3307508218	11.2092	19.4964838882
10	5.79104e-06	7.53928e-06	195.735781902	11.2092	96.4631606874
11	7.53928e-06	9.76894e-06	1047.77404702	11.2092	519.48330942
12	9.76894e-06	1.26126e-05	3278.4395007	82.875	1878.0927998
13	1.26126e-05	1.62393e-05	6654.27562338	441.97	4841.48841816
14	1.62393e-05	2.08647e-05	10089.3428217	1642.54	9582.3576441
15	2.08647e-05	2.67638e-05	13055.380934	4515.2	15389.6553438
16	2.67638e-05	3.42874e-05	15716.5467246	9732.1	20729.8877027
17	3.42874e-05	4.38828e-05	17728.4068982	16810.9	23771.7922654
18	4.38828e-05	5.61205e-05	18240.7590927	22460.8	23414.7868203
19	5.61205e-05	7.17281e-05	17176.2533743	21984.0	20465.2621032
20	7.17281e-05	9.16336e-05	15431.0551322	17678.0	16711.7751558
21	9.16336e-05	0.000117021	13812.7519755	13645.9	13349.6777679
22	0.000117021	0.000149398	12644.7557557	10749.0	10623.0340502
23	0.000149398	0.000190692	12727.1210096	8645.88	8377.70616267
24	0.000190692	0.000243357	28594.5162117	6946.43	6475.16406648
25	0.000243357	0.000310525	36437.8764024	5605.03	4541.45279672
26	0.000310525	0.000396189	1570.99464869	4755.21	2151.00343347
27	0.000396189	0.000505442	14.3668	790.998	1880.51
28	0.000505442	0.000644781	14.3668	790.998	1880.51
29	0.000644781	0.00082249	14.3668	790.998	1880.51
30	0.00082249	0.00104913	14.3668	790.998	1880.51
31	0.00104913	0.00419652	14.3668	790.998	1880.51
