time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.413125e-08	1.36525e-07	555909.0	88000.9	148415.622418
1	1.36525e-07	3.10645e-07	555909.0	88000.9	154799.0
2	3.10645e-07	5.32713e-07	437866.539762	88000.9	154799.0
3	5.32713e-07	8.15933e-07	11649.2841247	88000.9	111781.730757
4	8.15933e-07	1.17714e-06	20.4372	88000.9	2914.01704597
5	1.17714e-06	1.63782e-06	20.4372	12.6064	13.4466
6	1.63782e-06	2.22536e-06	20.4372	12.6064	13.4466
7	2.22536e-06	2.97469e-06	20.4372	12.6064	13.4466
8	2.97469e-06	3.93036e-06	20.4372	12.6064	13.4466
9	3.93036e-06	5.1492e-06	25.4397676587	12.6064	13.4466
10	5.1492e-06	6.70368e-06	114.560278633	12.6064	80.5161656501
11	6.70368e-06	8.68622e-06	706.074171907	12.6064	576.751311153
12	8.68622e-06	1.12147e-05	2679.79857793	20.1569	2177.27041855
13	1.12147e-05	1.44394e-05	6723.40911402	187.036	5232.4928477
14	1.44394e-05	1.85522e-05	12413.2598706	936.72	9137.28253446
15	1.85522e-05	2.37975e-05	18466.059005	3086.9	12737.325606
16	2.37975e-05	3.04872e-05	23709.1649609	7142.79	15432.4563996
17	3.04872e-05	3.90191e-05	27435.7659558	12299.6	17317.4772702
18	3.90191e-05	4.99004e-05	28575.488601	16924.2	18175.9548004
19	4.99004e-05	6.37782e-05	27008.9893093	19426.1	17766.3091342
20	6.37782e-05	8.14775e-05	24123.0500816	19280.9	16231.3528008
21	8.14775e-05	0.000104051	21254.6357433	17090.3	14097.0955772
22	0.000104051	0.00013284	19159.9672903	14080.3	12055.8255303
23	0.00013284	0.000169557	18884.4055932	11101.1	10333.2153154
24	0.000169557	0.000216385	14295.3032767	8607.53	8710.7149812
25	0.000216385	0.000276108	1043.09029725	6402.96	7055.69009423
26	0.000276108	0.000352278	309.696	4358.75	5000.36058483
27	0.000352278	0.000449422	309.696	3492.99	3819.56
28	0.000449422	0.000573317	309.696	3492.99	3819.56
29	0.000573317	0.00073133	309.696	3492.99	3819.56
30	0.00073133	0.000932855	309.696	3492.99	3819.56
31	0.000932855	0.00373142	309.696	3492.99	3819.56
