time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.066775e-08	1.62671e-07	12.14955825922031	10.5802	9.737498841946607
1	1.62671e-07	3.70137e-07	12.4578	10.5802	10.30460148628716
2	3.70137e-07	6.34733e-07	12.4578	10.5802	10.304666786584335
3	6.34733e-07	9.72192e-07	12.457800673685785	10.5802	10.304615627460885
4	9.72192e-07	1.40258e-06	13.785290615394665	10.5802	10.304618149983003
5	1.40258e-06	1.95148e-06	71.68481103854931	46.4772	37.869164215994964
6	1.95148e-06	2.65154e-06	378.38023648061306	479.507	260.26380269243754
7	2.65154e-06	3.54437e-06	884.7498657149421	1673.68	845.7257795809518
8	3.54437e-06	4.68306e-06	1124.0272103851871	2348.4	1493.1847922577954
9	4.68306e-06	6.13533e-06	1112.560152370642	1852.76	1764.1409555541552
10	6.13533e-06	7.9875e-06	1295.4876109149807	1350.05	1908.4977742164515
11	7.9875e-06	1.03497e-05	2198.9260272369065	1419.11	2409.47972496818
12	1.03497e-05	1.33624e-05	4524.414591005161	2338.41	3549.7731761650043
13	1.33624e-05	1.72047e-05	8334.619195096311	4554.59	5397.750813345246
14	1.72047e-05	2.21051e-05	11965.325125726551	7909.68	7826.047161719103
15	2.21051e-05	2.8355e-05	14069.514942137952	11253.9	10476.331513108213
16	2.8355e-05	3.63258e-05	15368.633150777881	13831.0	12902.499775083605
17	3.63258e-05	4.64917e-05	16781.258009914487	15736.5	14513.024363695
18	4.64917e-05	5.94569e-05	17899.193545818453	16241.8	14925.887507342275
19	5.94569e-05	7.59924e-05	18115.68096560568	15037.8	14462.665426222226
20	7.59924e-05	9.70813e-05	15409.61042915263	13481.0	13990.000257443058
21	9.70813e-05	0.000123978	10240.623559481413	12557.8	11594.13470580402
22	0.000123978	0.00015828	10017.0	7470.26	9437.76
23	0.00015828	0.000202029	10017.0	7470.26	9437.76
24	0.000202029	0.000257825	10017.0	7470.26	9437.76
25	0.000257825	0.000328986	9388.367766664927	7470.26	9437.76
26	0.000328986	0.000419742	5102.402186777061	7470.26	7401.85673069608
27	0.000419742	0.000535491	4127.600000000001	3461.76	1044.7515340839288
28	0.000535491	0.000683113	4127.600000000001	3461.76	460.976
29	0.000683113	0.000871387	4127.600000000001	3461.76	460.976
30	0.000871387	0.00111151	4127.600000000001	3461.76	460.976
31	0.00111151	0.00444604	4127.600000000001	3461.76	460.976
