time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.6266e-08	1.45064e-07	367471.845478	86815.3	123219.026413
1	1.45064e-07	3.30074e-07	28851.8641034	86815.3	49571.7506084
2	3.30074e-07	5.66031e-07	18.1339	11.8643	12.3169
3	5.66031e-07	8.66964e-07	18.1339	11.8643	12.3169
4	8.66964e-07	1.25077e-06	18.1339	11.8643	12.3169
5	1.25077e-06	1.74026e-06	18.1339	11.8643	12.3169
6	1.74026e-06	2.36454e-06	18.1339	11.8643	12.3169
7	2.36454e-06	3.16074e-06	18.1339	11.8643	12.3169
8	3.16074e-06	4.17618e-06	19.5378756791	11.8643	12.3169
9	4.17618e-06	5.47125e-06	55.9206376981	11.8643	14.9317094663
10	5.47125e-06	7.12295e-06	358.285193451	11.8643	53.7301726462
11	7.12295e-06	9.22948e-06	1649.11780249	11.8643	247.91770088
12	9.22948e-06	1.19161e-05	5008.76395689	19.4629	886.75187968
13	1.19161e-05	1.53425e-05	10586.1577786	129.708	2450.390792
14	1.53425e-05	1.97125e-05	17047.5383124	642.788	5324.98158713
15	1.97125e-05	2.52859e-05	22494.5721357	2310.82	9376.23515403
16	2.52859e-05	3.2394e-05	25502.0051772	6160.07	13849.1442648
17	3.2394e-05	4.14595e-05	25798.1439745	12686.2	17572.2026665
18	4.14595e-05	5.30214e-05	24214.5144146	20250.2	19262.147651
19	5.30214e-05	6.77671e-05	21752.8967686	23369.7	18517.870354
20	6.77671e-05	8.65734e-05	18958.7904032	19966.4	16276.6656444
21	8.65734e-05	0.000110558	16150.6506544	15124.4	13671.4515683
22	0.000110558	0.000141148	13639.5733817	11614.1	11260.1719355
23	0.000141148	0.000180162	11450.9410103	9346.66	9234.25464652
24	0.000180162	0.000229919	9074.39757016	7788.31	7729.97628978
25	0.000229919	0.000293377	5979.25440288	6671.58	6821.73110725
26	0.000293377	0.000374311	5247.52623	5926.28	7784.03451919
27	0.000374311	0.000477531	3177.76750909	6742.72	9493.73133036
28	0.000477531	0.000609175	2577.53	6742.72	6565.49352341
29	0.000609175	0.00077707	2577.53	26.7138	301.04343736
30	0.00077707	0.000991199	2577.53	26.7138	12.4469
31	0.000991199	0.003964796	2577.53	26.7138	12.4469
