time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.59315e-08	1.43726e-07	506.05497424	76262.5	168058.790977
1	1.43726e-07	3.27029e-07	121.816580237	76262.5	40602.5633603
2	3.27029e-07	5.6081e-07	14.8404850756	11.9748	14.4092
3	5.6081e-07	8.58968e-07	14.8354	11.9748	14.4092
4	8.58968e-07	1.23923e-06	14.8354	11.9748	14.4092
5	1.23923e-06	1.72421e-06	14.8354	11.9748	14.4092
6	1.72421e-06	2.34273e-06	14.8354	11.9748	14.4092
7	2.34273e-06	3.13158e-06	14.8354	11.9748	14.4092
8	3.13158e-06	4.13766e-06	14.8354	11.9748	14.4092
9	4.13766e-06	5.42079e-06	15.4477375058	11.9748	19.1389359888
10	5.42079e-06	7.05725e-06	33.4217198696	11.9748	80.5838205483
11	7.05725e-06	9.14436e-06	185.99731533	11.9748	368.620752814
12	9.14436e-06	1.18062e-05	813.829807368	54.3264	1306.28411085
13	1.18062e-05	1.5201e-05	2489.06883309	261.919	3564.11598323
14	1.5201e-05	1.95307e-05	5264.39263854	1006.84	7624.35902438
15	1.95307e-05	2.50527e-05	8728.65601476	3001.97	13186.9713951
16	2.50527e-05	3.20952e-05	12981.5698243	7009.12	19042.9918474
17	3.20952e-05	4.10771e-05	18087.2790608	13169.2	23385.8691787
18	4.10771e-05	5.25324e-05	22682.3263889	19912.2	24480.8067397
19	5.25324e-05	6.71421e-05	24668.5452014	22677.7	22257.166255
20	6.71421e-05	8.57749e-05	23726.8676218	19578.6	18351.3007744
21	8.57749e-05	0.000109539	21183.1232137	15070.9	14471.0473751
22	0.000109539	0.000139847	18090.0958991	11671.2	11253.3909486
23	0.000139847	0.0001785	14659.2820552	9154.01	8680.11727522
24	0.0001785	0.000227798	11328.6307751	7094.0	6601.41025501
25	0.000227798	0.000290671	10233.7529927	5609.23	4879.91208553
26	0.000290671	0.000370858	12901.45434	4832.77	3412.84499932
27	0.000370858	0.000473126	11358.4832238	8697.44	3173.31640191
28	0.000473126	0.000603556	1743.3754051	8697.44	2959.67704389
29	0.000603556	0.000769903	14.8354	11.9748	2901.15
30	0.000769903	0.000982057	14.8354	11.9748	2901.15
31	0.000982057	0.003928228	14.8354	11.9748	2901.15
