time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.7811e-08	1.51244e-07	590408.259479	178657.0	156455.377766
1	1.51244e-07	3.44136e-07	594383.0	178657.0	160073.0
2	3.44136e-07	5.90146e-07	557309.288298	178657.0	160073.0
3	5.90146e-07	9.039e-07	116293.679025	178657.0	74565.5836975
4	9.039e-07	1.30405e-06	3068.80404286	178657.0	13.6103
5	1.30405e-06	1.8144e-06	25.0195018878	11.3795	13.6103
6	1.8144e-06	2.46528e-06	16.4084	11.3795	13.6103
7	2.46528e-06	3.2954e-06	16.4084	11.3795	13.6103
8	3.2954e-06	4.3541e-06	16.4084	11.3795	13.6103
9	4.3541e-06	5.70435e-06	16.9596437595	11.3795	24.6763477048
10	5.70435e-06	7.42642e-06	91.0567174613	11.3795	193.725538308
11	7.42642e-06	9.6227e-06	605.723813691	11.3795	1077.49338538
12	9.6227e-06	1.24238e-05	2427.28267489	11.3795	3384.38788455
13	1.24238e-05	1.59962e-05	6154.10888275	90.8281	7019.82810825
14	1.59962e-05	2.05524e-05	11021.3513988	689.358	10891.0581963
15	2.05524e-05	2.63632e-05	15491.1907338	2546.54	13990.249882
16	2.63632e-05	3.37741e-05	18998.7178407	5982.59	16236.5984089
17	3.37741e-05	4.32258e-05	21998.2016185	10788.3	17659.7090065
18	4.32258e-05	5.52803e-05	24359.5480386	15818.9	18036.2630613
19	5.52803e-05	7.06543e-05	24834.8205917	18683.4	17261.5420981
20	7.06543e-05	9.02618e-05	22737.4604898	18206.0	15593.8308578
21	9.02618e-05	0.000115269	19550.3397117	16183.5	13683.0347642
22	0.000115269	0.000147162	16378.6366135	14292.5	12176.3826295
23	0.000147162	0.000187838	13186.562439	13006.7	11098.7602883
24	0.000187838	0.000239714	9957.1011113	12301.6	10059.6386483
25	0.000239714	0.000305876	4512.4622248	12839.4	8158.5628744
26	0.000305876	0.000390258	2628.75	31925.4	2897.23407048
27	0.000390258	0.000497875	2628.75	14.5475	1964.62
28	0.000497875	0.000635128	2628.75	14.5475	1964.62
29	0.000635128	0.000810177	2628.75	14.5475	1964.62
30	0.000810177	0.00103343	2628.75	14.5475	1964.62
31	0.00103343	0.00413372	2628.75	14.5475	1964.62
