time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	4.08625e-08	1.6345e-07	337571.566378	128.07	374.323052455
1	1.6345e-07	3.71909e-07	9682.91534866	128.07	110.490176751
2	3.71909e-07	6.37772e-07	18.1339	10.5298	12.2833611502
3	6.37772e-07	9.76847e-07	18.1339	10.5297	12.2819008916
4	9.76847e-07	1.40929e-06	18.1339	10.5297	12.2819016155
5	1.40929e-06	1.96083e-06	18.1339	10.5297	12.2819662046
6	1.96083e-06	2.66423e-06	18.1339	10.5297	12.2819257511
7	2.66423e-06	3.56134e-06	18.1339	10.5297	12.2819
8	3.56134e-06	4.70549e-06	26.2239122657	10.5297	14.1342832378
9	4.70549e-06	6.1647e-06	137.717307836	10.5297	53.050224405
10	6.1647e-06	8.02575e-06	780.594456489	10.5297	310.714468339
11	8.02575e-06	1.03993e-05	2902.9606569	10.5297	1235.26054377
12	1.03993e-05	1.34264e-05	7357.85456036	30.4482	3339.30175155
13	1.34264e-05	1.72871e-05	13607.1711173	172.647	6613.03648577
14	1.72871e-05	2.2211e-05	19866.4736041	792.195	10228.5956564
15	2.2211e-05	2.84907e-05	24319.0700136	2696.35	13380.1900948
16	2.84907e-05	3.64998e-05	25978.1379512	6646.73	15836.3502795
17	3.64998e-05	4.67143e-05	25184.1421188	12188.3	17409.4743608
18	4.67143e-05	5.97416e-05	23072.2769194	17227.7	17761.0615679
19	5.97416e-05	7.63562e-05	20407.0405887	19354.1	16808.6841342
20	7.63562e-05	9.75461e-05	17556.5244418	18295.2	14928.4848388
21	9.75461e-05	0.000124571	14876.034035	15868.5	12834.5443911
22	0.000124571	0.000159038	12557.0480196	12977.2	11076.1082708
23	0.000159038	0.000202996	10401.1816019	10363.1	9599.99475824
24	0.000202996	0.00025906	7442.19684619	8278.35	8139.24672471
25	0.00025906	0.000330561	5470.75	6416.49	6704.7468396
26	0.000330561	0.000421752	4392.38644968	4704.54	5335.69250988
27	0.000421752	0.000538055	2618.43444975	2992.41	5007.20405772
28	0.000538055	0.000686384	2577.53	2992.41	4519.87114102
29	0.000686384	0.00087556	2577.53	2858.76	4317.69
30	0.00087556	0.00111683	2577.53	2858.76	4317.69
31	0.00111683	0.00446732	2577.53	2858.76	4317.69
