time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	3.674775e-08	1.46991e-07	504.245447614	97696.6	118354.35603
1	1.46991e-07	3.3446e-07	112.032706344	97696.6	48265.410556
2	3.3446e-07	5.73553e-07	14.839099245	11.7087	12.1001
3	5.73553e-07	8.78485e-07	14.8354	11.7087	12.1001
4	8.78485e-07	1.26739e-06	14.8354	11.7087	12.1001
5	1.26739e-06	1.76338e-06	14.8354	11.7087	12.1001
6	1.76338e-06	2.39596e-06	14.8354	11.7087	12.1001
7	2.39596e-06	3.20274e-06	14.8354	11.7087	12.1001
8	3.20274e-06	4.23168e-06	14.8354	11.7087	12.1001
9	4.23168e-06	5.54396e-06	15.6486679895	11.7087	16.0609404547
10	5.54396e-06	7.21761e-06	38.9068218095	11.7087	60.6325610398
11	7.21761e-06	9.35213e-06	216.634105148	11.7087	273.825253375
12	9.35213e-06	1.20744e-05	914.732058628	20.3714	955.822043997
13	1.20744e-05	1.55464e-05	2692.48812288	139.612	2572.25641538
14	1.55464e-05	1.99745e-05	5550.02170465	710.146	5460.3536957
15	1.99745e-05	2.56219e-05	9076.54980757	2560.17	9448.07466334
16	2.56219e-05	3.28245e-05	13410.1325098	6606.99	13827.6072472
17	3.28245e-05	4.20104e-05	18558.139747	12848.2	17531.9943802
18	4.20104e-05	5.3726e-05	23016.4814076	19323.5	19318.0766622
19	5.3726e-05	6.86677e-05	24691.7728416	21752.8	18524.2317138
20	6.86677e-05	8.77239e-05	23522.04321	18985.5	16001.3050012
21	8.77239e-05	0.000112028	20912.519502	14615.2	13113.273806
22	0.000112028	0.000143024	17788.5014346	10886.9	10538.3333231
23	0.000143024	0.000182556	14327.7991228	8088.68	8442.92096736
24	0.000182556	0.000232974	11076.1273316	6086.8	6924.11929543
25	0.000232974	0.000297276	10416.364464	4810.56	6046.03549638
26	0.000297276	0.000379285	13014.9373648	4189.3	7201.34213156
27	0.000379285	0.000483876	10700.3008031	7798.6	9260.63945134
28	0.000483876	0.00061727	1196.00683087	7798.6	6537.98173008
29	0.00061727	0.000787396	14.8354	11.7087	329.748629374
30	0.000787396	0.00100437	14.8354	11.7087	12.1001
31	0.00100437	0.00401748	14.8354	11.7087	12.1001
