relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.043255	0.0	0.107048	0.0	1.0E-6	6.0E-6	0.088173	0.040695	3.7E-5	0.594857	0.109024	0.001149	0.015754	
0.053648	0.002834	0.140301	0.0	0.008169	0.030366	0.035551	0.015218	0.010515	0.620903	0.056648	0.025846	0.0	
0.052293	0.0	0.064401	0.002765	0.0437	0.028658	0.032434	0.034393	0.031812	0.605513	0.051555	0.014909	0.037567	
0.031875	0.0	0.075684	0.025077	0.001456	0.0	0.059257	3.74E-4	0.048313	0.605501	0.093967	0.028207	0.030288	
0.110645	0.0	1.0E-6	0.0	0.024338	0.0	0.169558	0.0	0.0	0.520651	0.091392	0.015239	0.068175	
0.022824	0.0	0.054121	1.5E-5	0.14578	0.012396	0.074555	0.0	1.1E-5	0.571214	0.077459	0.021236	0.020388	
0.07823	0.0	0.060895	0.0	0.08455	1.0E-6	2.5E-5	0.066811	0.012742	0.615871	0.048674	0.0322	0.0	
0.034568	0.0	0.026838	0.061996	0.156407	1.92E-4	0.0	0.010831	0.01149	0.620263	0.058387	0.0	0.019027	
0.029658	0.0	0.136874	4.8E-5	0.154939	1.0E-6	0.044169	0.0	0.0	0.56383	0.056265	0.014215	0.0	
0.037584	1.5E-5	0.017837	0.037355	0.035791	0.035335	0.050527	0.0	0.038622	0.62172	0.059445	0.023171	0.042599	
