relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.061444	8.0E-6	3.0E-5	0.010304	0.106675	0.055217	2.9E-5	0.006262	0.057651	0.682136	0.008433	0.0	0.011811	
0.004954	0.00445	0.096685	1.0E-6	0.009001	0.005961	0.040411	0.020398	0.080215	0.629333	0.057195	0.00619	0.045204	
0.024788	0.0	0.057273	0.006969	0.062238	0.063217	0.023812	0.018777	0.01162	0.622709	0.062246	0.018534	0.027818	
0.022615	0.0	0.036423	6.31E-4	0.004439	0.038214	0.055297	0.0	0.05018	0.609143	0.09278	0.049559	0.040719	
9.3E-5	0.0	0.0	0.0	0.12157	0.099515	0.0	3.0E-6	0.074905	0.602068	0.072447	0.0294	0.0	
0.060081	6.9E-5	0.070058	3.38E-4	0.043632	0.042791	0.074331	0.003118	1.0E-6	0.592462	0.058701	0.011205	0.043216	
0.015425	0.0	0.054514	0.084916	8.17E-4	0.022504	0.064263	0.013546	2.9E-4	0.599695	0.088722	3.08E-4	0.054999	
0.057831	0.0	0.015874	0.053054	0.12044	0.032129	0.005758	0.0	2.0E-6	0.587397	0.042769	0.042395	0.042351	
0.0	0.0	0.072835	0.001892	0.142611	1.35E-4	0.0	0.040264	0.025552	0.624022	0.090639	0.002051	0.0	
0.093139	0.0	0.0	0.010981	1.9E-5	0.0	0.149413	0.0	2.9E-4	0.665205	0.060716	0.020237	0.0	
