relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.066058	5.5E-5	1.0E-6	1.2E-5	0.103251	0.067132	1.0E-5	0.022481	0.017344	0.598269	0.074486	2.8E-4	0.05062	
0.007986	0.0	0.06558	0.061	3.62E-4	0.011476	0.036293	0.008007	0.079042	0.604177	0.067144	0.027909	0.031026	
0.058327	0.0	1.0E-6	0.0	0.0	0.023708	0.0	0.010056	0.057034	0.701547	0.117068	0.0	0.032259	
0.026005	1.78E-4	0.059882	4.61E-4	0.055441	0.0	0.057107	0.023271	0.040587	0.639437	0.069389	0.006959	0.021284	
0.033832	0.041687	0.089996	0.0	0.0	0.0	0.0	0.125785	0.0	0.608197	0.043222	0.057281	0.0	
0.048203	0.0	0.106391	0.001238	0.002018	5.4E-5	0.053911	0.036675	0.040984	0.594026	0.055869	0.023212	0.037418	
0.020752	0.0	0.076443	6.01E-4	0.092857	0.001988	0.052329	0.007889	0.013996	0.601755	0.062258	0.021529	0.047603	
0.05016	6.0E-5	0.008864	0.029685	0.113076	0.0	1.58E-4	1.91E-4	0.07213	0.627609	0.073944	0.022634	0.001487	
0.015544	0.0	0.038793	0.016283	0.042734	0.022888	0.031136	0.028773	0.04045	0.625072	0.068942	0.017079	0.052305	
0.017436	1.0E-6	0.102485	0.01552	0.066607	0.0	0.02428	1.0E-6	0.028553	0.590985	0.081443	0.022432	0.050257	
