relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.024832	0.0	0.054446	0.006264	0.025403	0.068375	0.052021	0.009604	1.03E-4	0.631949	0.071445	0.018092	0.037466	
0.166092	0.0	0.0	0.0	0.506427	0.0	0.0	0.0	0.0	0.327481	0.0	0.0	0.0	
0.029658	3.0E-6	0.125481	5.5E-5	0.047935	0.021336	0.007148	0.003325	0.0188	0.559415	0.115592	0.036481	0.034771	
0.027944	6.0E-6	0.003442	0.052845	0.110241	0.013219	0.022889	6.0E-6	0.030592	0.602842	0.071577	0.037543	0.026854	
0.026567	9.9E-5	0.091244	0.008148	0.070049	0.0	8.1E-5	0.0	0.11103	0.644698	0.048084	0.0	0.0	
0.047164	0.0	0.039047	0.0	0.047259	0.041754	0.018663	0.031597	0.037843	0.615261	0.073426	0.027239	0.020748	
0.041165	0.0	0.040319	2.32E-4	0.105181	0.005011	0.010826	0.045456	6.0E-6	0.609235	0.084185	0.03073	0.027656	
0.096956	4.0E-6	0.027656	4.0E-6	0.056519	1.0E-6	0.056541	0.002124	0.058933	0.601454	0.08303	0.0	0.016779	
0.007948	0.0	0.09758	0.002211	0.089453	0.0	0.010209	0.025463	0.045314	0.626397	0.056993	0.017038	0.021394	
0.019404	0.006373	0.050474	6.28E-4	0.154614	1.26E-4	6.0E-6	0.007469	0.0	0.606855	0.083898	0.031324	0.038829	
