relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.016832	0.001413	0.093407	1.0E-6	0.056392	0.011814	0.024204	0.022333	0.024139	0.644042	0.054367	0.025183	0.025873	
0.028359	0.0	0.039839	0.032977	0.047896	0.028452	0.002999	0.039227	0.049419	0.603231	0.06124	0.022448	0.043912	
0.03338	0.023644	0.077053	1.39E-4	0.004057	0.028723	0.035694	0.033982	0.002616	0.626511	0.090724	0.02735	0.016127	
0.028742	0.0	0.021759	0.030836	0.123604	0.0	0.0	2.32E-4	0.020943	0.619939	0.099438	0.007021	0.047487	
0.032307	0.0	0.059138	3.5E-5	1.15E-4	0.041025	0.071676	6.5E-5	0.057557	0.643755	0.059823	0.016863	0.017642	
0.045794	0.00256	0.069369	0.013221	0.042472	0.00847	0.061359	5.58E-4	2.2E-5	0.616058	0.052765	0.038498	0.048855	
0.02026	0.0	0.05425	0.0	0.146589	4.0E-6	0.008875	0.048111	1.0E-6	0.62192	0.065538	0.020486	0.013965	
0.038671	0.0	0.030981	0.03732	0.090796	3.0E-6	0.056063	0.009266	0.01288	0.579173	0.063585	0.025	0.056262	
0.03036	0.0	0.056928	1.5E-5	0.117691	0.006001	0.052171	0.032005	0.0	0.631167	0.07098	0.001107	0.001574	
0.087711	0.0	1.47E-4	2.0E-6	0.125234	0.059364	1.0E-6	0.007735	1.6E-5	0.635993	0.026259	0.040476	0.017062	
