relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
8.41E-4	0.0	0.129435	0.016392	0.037903	0.031983	0.050823	0.0	0.0	0.58805	0.080811	0.049721	0.014041	
0.046146	0.001256	0.051682	2.1E-5	0.293553	1.0E-5	0.033785	0.0	4.0E-6	0.506069	0.046698	0.0	0.020775	
0.075003	4.6E-5	6.2E-5	1.4E-5	0.268072	6.0E-5	0.001093	0.068564	0.0	0.564768	0.0	0.022318	0.0	
0.02392	0.03466	0.109148	8.9E-4	0.026567	0.073916	2.0E-6	0.002917	0.005629	0.635296	0.044436	0.007392	0.035228	
0.007013	1.0E-6	0.132775	0.0	0.006497	2.9E-5	0.066711	0.019802	0.036031	0.612784	0.063078	0.027923	0.027357	
0.02789	0.0	5.3E-5	0.0	0.0	0.141596	0.001328	0.032544	1.0E-6	0.697801	0.063808	0.0	0.03498	
0.06167	0.0	0.121176	0.0	0.028815	1.1E-5	0.043972	6.8E-4	0.039836	0.584585	0.056542	0.031997	0.030717	
0.00823	0.058877	2.3E-5	0.0	0.082049	9.0E-6	0.060354	0.030758	4.0E-6	0.583083	0.047262	0.014523	0.114827	
0.038532	0.0	0.067136	0.0	0.0	4.0E-6	0.090146	3.49E-4	0.0	0.681487	0.10076	0.021586	0.0	
6.5E-5	0.0	7.3E-5	1.0E-6	7.77E-4	0.242588	0.028846	5.22E-4	5.91E-4	0.632712	0.049117	0.044707	1.0E-6	
