relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.034492	0.032533	0.030883	2.7E-5	0.124374	0.01625	0.054889	0.024351	0.0	0.593341	0.038139	0.038985	0.011735	
0.079077	6.23E-4	0.048835	1.4E-4	3.8E-5	0.102474	3.0E-6	0.0	0.013905	0.589388	0.069735	0.019949	0.075833	
0.04037	5.4E-5	0.157087	4.0E-6	2.42E-4	0.019653	1.0E-6	0.0	0.01047	0.693595	0.075027	0.0	0.003496	
0.045501	4.0E-6	0.146557	7.58E-4	0.044057	0.004948	0.040671	0.026634	3.11E-4	0.595424	0.056133	0.017995	0.021007	
0.0	0.014337	0.0	0.0	0.047897	0.074505	0.001568	0.0	0.07669	0.615371	0.02426	0.033854	0.111518	
0.008578	0.0	0.05643	0.018942	0.056906	0.010164	0.023612	0.011188	0.067005	0.585257	0.095116	0.015168	0.051634	
0.014773	0.0	0.096879	0.054289	0.043863	3.0E-6	0.023038	3.89E-4	0.089479	0.565509	0.052087	0.019556	0.040135	
0.001122	0.0	0.0	0.0	0.046684	0.0	0.083872	0.0	0.0	0.750133	0.118189	0.0	0.0	
0.02685	1.0E-6	0.121282	5.22E-4	0.037852	0.020161	0.057819	0.017787	0.027069	0.579123	0.095645	0.015446	4.41E-4	
2.0E-6	0.0	0.028675	2.81E-4	0.119166	0.005343	0.061181	0.016683	0.020058	0.614083	0.078052	0.015463	0.041013	
