relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.0504	1.98E-4	0.084435	1.0E-6	0.119695	0.0	0.073265	0.0	0.002171	0.553977	0.070943	0.014831	0.030082	
0.074608	0.0	0.085817	3.8E-5	0.005917	0.043706	2.12E-4	0.016607	0.034187	0.613899	0.071446	0.015262	0.038302	
0.004226	0.0	0.021192	5.4E-5	1.4E-5	3.8E-5	0.066508	0.003864	0.041996	0.772298	0.0	0.039938	0.049872	
0.060729	0.0	0.08442	0.034915	0.065644	0.0	0.0	0.029211	0.0	0.694562	0.030517	1.0E-6	0.0	
0.041694	0.0	0.050897	4.09E-4	0.06862	1.65E-4	0.066182	0.059907	1.27E-4	0.604867	0.049401	0.011171	0.046561	
0.032553	0.0	0.041342	0.031693	0.06863	0.032364	0.021703	0.002013	0.024921	0.624421	0.071407	0.001457	0.047494	
0.037607	0.0	0.041604	0.0	0.0	0.0	0.0	0.0	0.087206	0.687044	0.0	0.02558	0.120958	
0.030339	0.0	2.19E-4	0.037633	0.123752	0.059053	0.002658	0.01645	0.007157	0.595976	0.067407	0.020418	0.038939	
0.022444	0.0	0.022217	0.028984	0.039459	0.041203	0.068656	2.0E-6	0.038373	0.583641	0.06856	0.041167	0.045294	
1.0E-6	0.0	0.0	0.071412	0.025573	0.102113	0.0064	0.0	0.004345	0.663161	0.113144	0.012504	0.001346	
