relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.047471	1.7E-5	1.46E-4	2.2E-5	0.004831	0.080189	0.108616	0.01484	0.0	0.601888	0.051809	0.068832	0.02134	
0.034242	8.3E-5	0.11276	5.05E-4	0.026327	0.120899	3.8E-5	2.0E-6	0.002906	0.610561	0.042645	4.0E-6	0.049028	
0.036384	5.1E-5	0.051347	3.0E-5	0.12374	7.5E-5	0.04889	0.0	0.0	0.58531	0.053322	0.068565	0.032287	
0.071461	0.039703	1.0E-5	0.009096	0.031457	0.0	0.0	0.031859	0.045032	0.64479	0.048433	0.042829	0.035328	
0.002954	3.38E-4	6.05E-4	0.111218	3.6E-4	0.023082	0.056163	0.0	0.061687	0.605567	0.075029	0.024168	0.038828	
0.053965	0.003866	0.073786	2.61E-4	0.020201	0.100982	3.04E-4	0.050003	0.011281	0.561804	0.053619	0.007851	0.062078	
0.017753	0.0	0.072957	0.053887	0.056883	0.001429	0.016735	0.02041	0.010532	0.600983	0.076754	0.027336	0.04434	
0.032885	0.01178	0.01407	2.0E-6	0.07602	0.0	0.073838	0.0	0.05159	0.583012	0.077341	0.016916	0.062548	
0.029517	0.0	0.094313	2.0E-6	0.044389	7.29E-4	0.059047	0.002682	0.042157	0.581461	0.064165	0.019498	0.06204	
0.0	0.0	0.041375	0.003846	0.044002	0.030722	0.054401	1.3E-5	0.068403	0.6348	0.094928	0.020642	0.006869	
