relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.049316	0.0	0.046085	0.0	0.078734	0.009127	0.0	0.019179	0.0	0.71156	0.075161	0.006965	0.003874	
0.10651	8.28E-4	0.0	0.05874	0.066685	1.0E-6	0.041359	8.0E-6	0.0	0.612829	0.079638	0.027158	0.006245	
0.035857	0.004053	0.080125	0.010202	0.031508	0.067054	0.017501	0.022941	0.032923	0.602681	0.071531	0.016278	0.007346	
0.016331	0.0	0.188086	1.0E-6	0.051174	0.042399	2.3E-5	9.7E-4	0.0	0.636919	0.064097	0.0	0.0	
0.02884	0.0	0.0613	0.006588	0.146172	9.57E-4	0.045545	0.011424	0.041876	0.541844	0.052885	0.035271	0.027298	
0.006737	0.0	0.045865	1.09E-4	0.099359	0.040472	0.00386	0.0	0.069387	0.599297	0.066567	0.030243	0.038104	
0.065929	0.0	8.0E-6	0.086578	0.02306	0.041789	0.053051	0.0	0.0	0.6117	0.072927	0.01011	0.034848	
0.081595	0.0	0.0	0.0	0.055239	0.0	0.0	0.041342	0.0	0.60101	0.109755	0.028676	0.082383	
0.013068	0.0	0.078714	7.0E-6	1.19E-4	3.0E-6	0.038565	0.062845	0.038643	0.631396	0.071262	0.038687	0.026691	
0.057901	1.0E-6	8.75E-4	1.1E-5	0.128067	1.0E-6	0.0	0.027176	0.067954	0.579855	0.068696	0.033143	0.036319	
