relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.012042	0.0	0.082057	1.0E-6	1.06E-4	0.08091	0.068803	0.002398	0.066592	0.577223	0.023118	0.03623	0.05052	
0.031765	0.0	0.117049	0.001926	0.057618	0.00806	0.028902	2.0E-6	0.012407	0.592854	0.071761	0.014093	0.063563	
0.0192	4.0E-6	0.118581	0.0	0.017448	0.013445	1.12E-4	0.084411	0.0	0.598724	0.130112	1.1E-5	0.017951	
4.1E-5	0.0	0.0905	2.0E-6	0.032483	0.083562	0.061813	0.034194	0.0	0.6162	0.045367	8.08E-4	0.03503	
0.0	0.0	0.013834	0.010172	0.125368	1.15E-4	0.05047	0.013711	0.056424	0.560532	0.115262	0.011544	0.042569	
0.011709	0.0	0.080248	0.027724	1.0E-6	2.53E-4	0.065786	0.0	0.072698	0.594302	0.063292	0.033	0.050988	
0.016198	0.010472	0.023338	9.1E-5	0.111903	0.030214	0.016939	0.016757	0.035284	0.605256	0.049175	0.026941	0.05743	
0.0	0.017054	2.0E-6	2.5E-5	0.17799	2.0E-6	0.01325	0.0	0.001009	0.636122	0.06451	0.03013	0.059907	
0.005159	0.0	0.012677	0.066929	0.044676	0.074961	4.73E-4	3.3E-5	0.025721	0.594356	0.128814	0.011791	0.03441	
0.022061	0.015196	0.071296	0.023188	0.032692	0.026908	0.040887	0.005463	1.0E-5	0.617561	0.05756	0.043299	0.043878	
