relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.040976	0.0	0.090277	0.0	0.067925	8.0E-6	0.055931	2.0E-6	0.026506	0.612091	0.0866	0.006498	0.013185	
0.086581	0.0	4.02E-4	0.0	0.05501	0.050309	0.089447	0.035986	6.0E-5	0.582581	0.06407	0.0	0.035554	
0.0	0.02892	0.457707	0.0	0.0	0.021975	2.2E-4	0.097759	4.0E-6	0.306585	0.008383	0.078448	0.0	
0.060417	2.93E-4	0.059201	1.08E-4	0.076805	0.010067	1.0E-6	5.4E-4	0.064112	0.583382	0.103219	0.014327	0.027529	
0.018904	0.0	0.113056	0.054021	0.011236	0.001393	0.037689	0.008443	0.03019	0.621612	0.043573	0.025129	0.034753	
0.069332	0.0	0.115369	0.0	1.74E-4	0.0	0.032722	0.0	0.0	0.614322	0.114297	0.018671	0.035113	
0.013739	0.0	0.073741	0.007031	1.0E-6	0.066346	0.055438	5.0E-6	0.057597	0.584471	0.067229	0.024879	0.049524	
0.021334	0.0	0.104106	0.002598	0.006904	0.0	0.086705	2.5E-5	0.037648	0.606425	0.096895	0.0	0.037359	
0.035838	0.0	0.076107	0.03959	0.005252	0.007117	0.060598	0.00298	2.49E-4	0.622062	0.079917	0.026124	0.044165	
0.0	0.0	0.049767	0.003155	0.059754	0.065224	0.063668	0.029181	6.2E-5	0.63474	0.053554	0.021323	0.019573	
