relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.004641	0.0	0.041942	0.0	0.092394	0.064587	0.067001	0.014564	5.0E-6	0.569192	0.094967	0.03933	0.011377	
0.031272	0.0	0.001854	0.0	0.055762	0.0	0.109821	0.049926	0.0	0.6275	0.070233	0.007769	0.045863	
0.03193	5.26E-4	0.078817	9.1E-5	0.044114	0.054584	0.025817	1.0E-6	0.031322	0.593577	0.040256	0.026639	0.072327	
0.033051	0.0	0.09953	0.01933	0.10868	0.0	0.049258	0.009026	0.0	0.61042	0.062618	0.008087	0.0	
0.053506	0.0	1.0E-6	0.0	0.14038	4.0E-6	0.061187	6.0E-6	0.028355	0.604696	0.091392	0.020472	0.0	
7.89E-4	0.064698	0.054916	2.0E-6	0.026208	0.065522	0.001289	0.013024	0.009315	0.643317	0.075956	0.00677	0.038194	
0.033378	0.0	1.75E-4	1.0E-6	0.085928	4.41E-4	0.107113	1.0E-6	0.032304	0.629534	0.083787	0.014403	0.012935	
0.034508	0.0	0.03054	0.054213	1.1E-5	3.1E-5	0.065431	0.02219	0.042714	0.614148	0.07808	0.018052	0.040082	
0.051685	0.0	0.024509	0.0	0.060579	0.0	0.009402	0.024723	1.94E-4	0.663301	0.092642	5.0E-6	0.072959	
0.039251	3.0E-6	0.024742	0.051108	0.015007	0.00431	0.085277	2.11E-4	0.038015	0.532213	0.110324	0.02753	0.072011	
