relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.0	7.1E-5	7.0E-6	0.0	8.0E-6	0.0	0.0	0.127951	0.0	0.707918	0.164044	0.0	0.0	
0.062792	0.0409	0.105278	0.0	0.059652	4.0E-6	0.0	1.0E-6	0.0	0.644151	0.047777	0.019594	0.019852	
0.391931	0.0	0.0	2.36E-4	0.0	8.0E-6	0.074106	0.0	5.0E-6	0.407747	0.0	0.02127	0.104697	
0.030753	0.0	0.062806	0.0	0.047352	0.071788	0.018282	7.45E-4	0.04864	0.590156	0.085314	0.001508	0.042654	
0.026193	1.0E-6	0.096645	0.069797	0.012491	4.0E-6	0.043684	0.004027	5.5E-5	0.633772	0.073259	0.040072	0.0	
0.038158	7.9E-5	0.026828	1.0E-6	0.015892	0.113464	0.002976	0.0	0.027837	0.636408	0.099038	0.038302	0.001017	
3.57E-4	0.006447	0.081941	0.001891	0.023274	0.023036	0.0173	0.041565	0.042887	0.590494	0.076808	0.014125	0.079874	
0.080484	0.0	4.0E-6	0.0	0.023584	0.032863	0.0	3.4E-5	0.052444	0.611923	0.105783	0.015268	0.077612	
0.055292	0.0	0.004312	2.0E-6	0.159458	0.079623	0.002027	0.046277	6.0E-6	0.578696	0.0686	0.003454	0.002253	
0.019498	0.0	0.0	0.0	0.043668	2.0E-6	0.100953	0.037774	0.024548	0.619601	0.049215	0.068219	0.036521	
