relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.027065	0.0	0.046293	0.020114	0.055014	0.020805	0.080143	0.027629	0.003347	0.622379	0.050278	0.03308	0.013854	
0.023544	0.0	0.084461	2.41E-4	0.040847	0.035078	4.69E-4	0.040741	0.0	0.621567	0.077211	0.035128	0.040714	
0.011913	0.020182	0.030094	0.057739	0.019071	0.00163	0.038614	0.0	0.098865	0.598897	0.062152	0.031794	0.02905	
0.033544	0.028161	0.066667	0.050738	0.018803	0.030775	0.034032	0.0	0.038221	0.578596	0.062501	0.027591	0.030371	
0.02732	0.0	0.051318	0.066859	0.076585	0.016006	0.012809	0.003785	0.01673	0.628619	0.075419	0.004324	0.020227	
0.019996	0.0	0.047532	2.5E-5	0.001137	0.0875	0.063577	0.017191	0.03387	0.637539	0.041549	0.013437	0.036646	
0.05849	3.0E-5	0.004359	5.8E-5	0.154643	1.06E-4	0.021559	0.020873	0.031879	0.602861	0.072653	0.03249	0.0	
0.029636	0.0	1.38E-4	0.02535	0.133998	0.020459	0.026068	0.003903	0.046458	0.602822	0.061143	0.020139	0.029886	
0.049972	0.0	0.0	0.0	0.026345	0.030851	0.1459	0.0	1.21E-4	0.595907	0.058583	0.044933	0.047386	
0.024104	0.0	0.037433	1.6E-5	0.10622	2.0E-6	0.059978	0.031321	0.0	0.611837	0.06127	0.008916	0.058902	
