relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.011177	0.009251	0.063376	0.02606	0.062907	1.1E-5	0.024072	0.0	0.043467	0.607363	0.068249	0.042191	0.041875	
0.026596	0.0	0.032138	5.61E-4	0.0	0.0	0.0	0.107355	0.0	0.609202	0.223948	1.99E-4	0.0	
0.045379	0.0	0.116143	0.0	0.0	1.0E-5	0.071957	1.1E-5	0.025232	0.588023	0.076581	0.027613	0.049051	
0.028578	0.020234	0.0062	0.07338	5.0E-5	2.4E-5	0.03363	0.061827	0.016235	0.629585	0.07863	0.026358	0.025268	
0.035125	0.001532	0.027148	0.007266	0.105779	0.051751	0.001791	0.001841	0.035454	0.622789	0.067192	0.03083	0.011501	
0.02931	0.0	0.128339	0.0	0.0127	0.03473	0.009163	2.0E-6	0.031328	0.640897	0.063404	0.021017	0.029109	
0.037732	0.0	0.046908	0.0	0.113271	0.021953	0.017578	0.02216	0.033899	0.596192	0.075629	0.012874	0.021803	
0.015757	0.0	0.082576	0.0	0.0	0.0	0.056201	3.0E-5	0.022423	0.674143	0.05117	0.040911	0.056789	
0.018316	0.0	0.09855	3.2E-5	3.8E-5	0.018768	0.055339	0.052637	0.0	0.600649	0.072348	0.011951	0.071371	
0.0	0.0	0.0	0.0	0.146411	0.0	0.0	0.085928	0.0	0.581997	0.102775	0.052696	0.030193	
