relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.040167	0.0	0.098416	0.015479	0.061895	0.0	0.0	2.03E-4	0.100038	0.57	0.028497	0.008655	0.076648	
0.054109	0.0	0.004487	0.054726	0.010455	2.0E-6	0.097251	1.0E-6	0.0	0.678019	0.10055	1.4E-4	2.59E-4	
0.0	0.01303	0.098561	0.0	0.099151	0.0	0.030147	0.006945	0.0	0.641686	0.090617	0.019862	0.0	
0.038284	0.0	4.1E-5	0.0	0.093081	0.0	1.0E-6	6.64E-4	0.089863	0.662716	0.028482	0.0	0.086867	
0.06738	3.0E-6	0.088739	0.010961	0.03023	0.00632	0.023716	0.006385	0.058561	0.604991	0.057928	0.011574	0.033213	
0.019213	0.0	0.063343	6.4E-5	2.4E-4	0.029548	0.108845	0.067457	4.4E-5	0.61432	0.096926	0.0	0.0	
0.030994	0.0	0.06794	0.030635	0.050322	0.0	0.044525	0.0	0.029446	0.612723	0.058189	0.037544	0.037683	
0.022313	0.0	0.144651	0.0	3.0E-6	0.014751	0.0	0.040869	0.031011	0.612736	0.069867	0.031678	0.03212	
0.035817	2.0E-6	0.051608	9.84E-4	0.08043	0.012084	0.032217	0.06233	7.45E-4	0.596623	0.0806	0.02225	0.02431	
0.04522	7.2E-5	4.0E-6	0.104432	0.004099	1.0E-5	0.08449	8.45E-4	1.1E-5	0.694079	0.03961	0.0	0.027128	
