relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.030234	0.0	0.08671	0.00723	0.020593	0.023549	0.064391	0.046151	5.8E-4	0.582311	0.076056	0.005613	0.056582	
0.026639	0.0	0.066415	0.0	0.071827	0.0	0.117628	0.0	0.0	0.645093	0.041815	0.030583	0.0	
0.035762	3.4E-5	0.06206	0.00656	0.08907	3.0E-6	0.062978	0.036536	0.020309	0.592689	0.061916	0.026349	0.005734	
0.007887	2.0E-6	0.098966	4.8E-5	0.033735	0.009384	0.025411	0.029324	0.042356	0.650953	0.046321	0.021641	0.033973	
0.019247	0.0	0.0	2.62E-4	2.43E-4	0.0	0.0	0.122618	0.066648	0.652954	0.0	0.041248	0.096778	
0.050474	5.26E-4	0.025004	0.0	0.013503	6.59E-4	0.0	0.045055	0.011759	0.699605	0.06314	0.005167	0.085109	
0.038198	0.0	0.176118	0.0	0.0	0.067538	0.0	0.013522	8.0E-6	0.58947	0.050173	0.038998	0.025976	
0.025179	0.033894	0.069395	0.0	0.077744	0.003251	0.042604	1.0E-6	0.03447	0.60593	0.064323	0.010212	0.032996	
0.05206	0.0	0.034075	0.005142	6.95E-4	0.133236	3.27E-4	0.030628	0.0455	0.585962	0.096102	0.016274	0.0	
0.011798	0.0	0.150721	1.0E-6	0.031641	0.024579	0.007525	0.025184	0.0	0.643257	0.075137	0.030157	0.0	
