relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.054642	2.0E-6	0.072379	0.0	0.082714	0.0	0.059995	3.88E-4	0.015972	0.584274	0.051041	0.033296	0.045298	
0.006056	0.100799	1.6E-5	0.0	0.072719	1.54E-4	0.027369	0.003361	0.0	0.686586	0.051518	0.051422	1.0E-6	
0.036706	1.4E-5	0.052057	1.0E-5	0.106666	0.053565	0.013671	0.017504	0.01593	0.580127	0.077972	0.02086	0.024918	
0.091837	5.0E-6	7.0E-6	0.111246	0.018375	1.63E-4	0.0	0.026955	0.013112	0.64236	0.095937	1.0E-6	1.0E-6	
0.015868	0.0	0.044985	5.29E-4	0.0863	0.044634	0.089628	0.011563	1.3E-5	0.597344	0.062532	0.033422	0.013181	
0.035275	0.0	0.046415	0.005806	0.055747	0.064006	0.025572	0.001168	0.014827	0.628607	0.060476	0.025334	0.036767	
0.02222	0.0	0.075205	0.020232	7.51E-4	0.1176	2.6E-5	2.43E-4	0.006241	0.632852	0.118544	0.001294	0.004794	
0.073485	0.0	0.0	0.0	0.02747	0.128575	0.024972	0.082421	0.0	0.581862	0.081191	0.0	2.2E-5	
0.0	0.0	1.4E-5	0.066871	0.043348	0.084629	0.09044	0.02388	0.011236	0.568802	0.07527	0.026984	0.008526	
0.084894	0.003005	0.0	0.0	0.037822	0.007874	0.02373	0.138885	0.00833	0.568705	0.126755	0.0	0.0	
