relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.044153	0.0	0.115288	0.0	0.068439	0.020319	0.001652	0.003522	0.061565	0.566948	0.070567	0.019359	0.028187	
0.0	1.06E-4	1.0E-6	0.0	0.044352	0.10221	0.050714	0.001454	0.10962	0.583463	0.053465	0.028349	0.026267	
0.022532	0.0	0.039775	0.0031	0.054581	0.032122	0.034678	0.0	0.051383	0.598803	0.086435	0.036593	0.039997	
0.006793	0.0	0.092145	0.0	0.00103	0.067573	0.026103	0.009202	0.074033	0.598879	0.071889	0.015522	0.036831	
0.108929	2.4E-5	1.0E-6	8.45E-4	9.33E-4	0.0	0.033707	0.126924	0.001459	0.590173	0.137005	0.0	0.0	
0.024193	0.0	0.056287	0.0	0.005078	0.07366	0.095098	0.001742	0.00359	0.612161	0.09844	0.01375	0.016001	
0.010532	0.0	0.060601	0.0	0.083212	0.017802	0.028544	0.001557	0.046968	0.614894	0.060082	0.03228	0.043528	
0.027546	0.0	0.08041	0.0	0.004118	1.3E-5	0.11064	0.002016	0.06814	0.598575	0.072569	0.013216	0.022759	
0.018845	0.0	0.087765	0.00138	0.053853	0.0	0.03821	0.008862	0.05717	0.61941	0.04501	0.009327	0.060167	
0.027715	0.0	0.06544	0.0	0.027931	0.003577	0.044742	0.06353	0.026891	0.604124	0.077807	0.003384	0.05486	
