relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
9.43E-4	0.0	0.087432	0.0	0.001382	0.009962	0.102652	0.024864	0.043371	0.659404	0.047385	0.022582	2.3E-5	
0.062114	0.010032	4.0E-6	0.026534	0.014566	0.048305	0.018418	0.017529	0.126315	0.585542	0.063366	3.93E-4	0.026882	
0.046674	0.0	0.040283	0.0	0.098409	0.0	0.119728	0.0	0.0	0.610603	0.051949	0.013059	0.019294	
0.030927	3.0E-6	0.073789	0.002198	0.0	0.080097	0.023217	0.0	0.0	0.641955	0.07572	0.021784	0.050309	
0.032798	0.0	0.0	0.0	0.24621	0.084068	0.001049	0.0	3.7E-5	0.612633	0.022567	0.0	6.37E-4	
0.044131	0.0	0.052872	0.0	0.170433	0.012434	0.0	0.023433	0.0	0.594652	0.09286	0.009183	0.0	
0.034134	0.0	0.094932	0.005432	0.031299	0.001884	0.046044	0.0	0.078462	0.589626	0.051659	0.030779	0.03575	
3.14E-4	0.004747	0.117993	2.0E-6	0.107204	1.0E-6	0.011816	0.00141	0.035501	0.625428	0.041907	0.03056	0.023118	
0.038431	0.0	2.5E-5	0.095034	8.2E-5	0.030856	0.097207	4.39E-4	0.0	0.64189	0.096035	0.0	0.0	
0.070801	0.0	0.026528	0.003128	0.044355	3.0E-6	0.06939	0.017829	0.058452	0.575216	0.084227	0.0	0.050072	
