relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.007641	0.033018	0.097893	0.0	0.017714	4.71E-4	0.091599	3.0E-6	0.021298	0.573802	0.093185	0.023679	0.039698	
0.0	0.0	0.157874	2.0E-5	1.61E-4	1.0E-6	0.049122	0.0	0.0	0.671728	0.068385	0.022435	0.030275	
0.043748	0.0	0.039415	1.9E-5	0.014914	0.060218	0.058466	0.048751	1.0E-6	0.609351	0.077146	0.027912	0.02006	
0.016859	0.0	0.041822	0.0	0.0	0.117915	0.0	0.0	0.0	0.632827	0.061752	0.072734	0.05609	
0.011445	0.0	9.3E-5	0.03899	0.033388	0.078138	0.023912	0.031644	0.045492	0.607185	0.086826	0.038234	0.004653	
0.027506	0.023053	0.094527	4.86E-4	0.059497	0.02815	0.023892	9.53E-4	0.014684	0.617272	0.039829	0.017606	0.052547	
0.033442	0.0	0.031387	0.006764	0.060648	0.028418	0.043436	0.020974	0.024551	0.629172	0.065291	0.027499	0.02842	
0.0	0.0	0.020265	0.0	0.16679	0.086525	3.48E-4	0.042371	0.010852	0.580111	0.050948	0.023851	0.017939	
0.079608	1.0E-6	0.158747	1.0E-6	0.036902	0.012753	0.038525	0.002781	4.93E-4	0.608655	0.015197	0.0	0.046338	
0.02019	0.020368	0.087119	0.001061	0.0	1.6E-5	0.072881	5.0E-6	0.06078	0.623926	0.062454	0.031475	0.019724	
