relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.050574	0.0058	3.0E-6	0.006993	0.090495	0.040068	0.031413	0.021008	0.052327	0.650798	0.050481	1.0E-6	4.0E-5	
0.043265	0.011943	0.02203	0.034145	0.037373	0.047749	0.021981	0.023311	0.005564	0.616818	0.079988	0.0349	0.020932	
0.058688	0.0	1.0E-6	0.0	0.031851	3.0E-6	0.076922	0.086436	0.0018	0.597808	0.120871	0.0	0.02562	
0.047035	0.002781	0.035618	3.0E-6	0.040649	0.068308	0.059768	0.0	0.063552	0.576711	0.075652	0.006245	0.023679	
0.029673	3.16E-4	0.038224	0.0	0.11191	0.0	0.048451	0.052298	0.0	0.63959	0.0753	0.0	0.004238	
0.037257	0.0	0.038271	1.0E-6	0.068757	2.0E-6	0.051694	0.033222	0.0	0.667829	0.058656	0.007512	0.036798	
0.027231	0.0	0.047562	0.06594	0.030975	0.0	0.062917	3.7E-4	0.056622	0.600091	0.05858	0.023691	0.026023	
0.036543	0.0	0.033906	0.0	0.088426	0.05622	0.036149	0.01277	0.027091	0.601193	0.087546	0.010515	0.009639	
0.025557	0.0	0.066504	5.36E-4	0.033467	0.0	0.056714	0.018827	0.047656	0.617334	0.06049	0.020911	0.052005	
0.039195	1.14E-4	0.027873	3.0E-6	0.023182	0.104463	0.099874	9.0E-6	0.069033	0.592722	0.042952	0.0	5.81E-4	
