relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.043901	0.021845	0.069441	0.0	0.125266	0.0	0.0	0.045874	4.4E-5	0.583968	0.088965	0.014018	0.006678	
0.013294	0.010048	0.046463	1.0E-6	0.117364	0.034747	0.020072	0.0	0.02088	0.582821	0.074937	0.030568	0.048802	
0.048504	0.0	0.015534	3.35E-4	0.028759	4.0E-6	0.087787	0.067634	0.040389	0.597948	0.049177	0.028706	0.035224	
0.006341	0.0	0.215455	0.035269	2.0E-6	0.0	0.003106	0.0	0.0	0.564871	0.0776	0.034662	0.062693	
0.050928	7.5E-5	0.029868	0.001805	0.110697	3.45E-4	1.79E-4	0.029171	0.025792	0.630967	0.056243	0.026237	0.037693	
0.026029	1.68E-4	0.028604	0.020302	0.070813	0.077507	0.002574	0.023966	3.11E-4	0.610196	0.09276	0.021202	0.025567	
0.023979	0.0	0.151713	0.093651	0.016227	2.1E-5	5.59E-4	0.0	0.0	0.6586	0.042687	0.012563	0.0	
0.024345	1.0E-6	0.091378	2.56E-4	0.015965	0.01567	0.033624	0.0	0.069742	0.630982	0.058193	0.028743	0.0311	
0.006321	0.0	0.033639	0.001452	0.148543	0.015545	0.097535	0.0	0.0	0.636102	0.059382	0.001482	0.0	
0.041578	0.0	0.030295	0.073034	0.036096	2.61E-4	0.040386	0.015922	5.8E-5	0.622982	0.084518	0.03382	0.021051	
