relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.0	0.0	0.0	0.002971	0.151363	0.090305	4.81E-4	0.0	0.0	0.651684	0.0	0.103195	0.0	
0.034183	0.0	0.052855	0.042548	0.036633	0.037068	0.016942	0.001372	0.038963	0.595434	0.073823	0.027229	0.042951	
0.036916	8.0E-6	0.024646	0.004278	0.066714	0.010291	0.036293	0.0	0.008892	0.645091	0.117716	0.016768	0.032387	
0.410652	0.0	0.0	0.0	0.0	0.0	0.061424	0.081438	0.0	0.261759	0.115124	0.033707	0.035895	
0.025687	0.0	6.0E-6	0.05892	0.050526	0.041982	0.012321	0.028684	0.006134	0.631968	0.104617	0.027996	0.011158	
0.047544	0.0	0.078012	0.0	7.0E-6	0.0	0.0014	0.113136	0.004575	0.646896	0.108429	0.0	0.0	
1.9E-5	0.0	0.042605	0.0	0.065445	7.0E-6	0.067391	0.069856	2.0E-6	0.565684	0.117936	0.029972	0.041083	
0.039933	0.0	0.060916	0.0	0.084385	0.061203	0.047077	9.0E-6	1.1E-5	0.603892	0.097327	0.0	0.005247	
0.03552	0.0	9.0E-6	0.073663	0.0	1.0E-6	0.016011	0.064122	0.006774	0.682758	0.087044	0.034097	1.0E-6	
0.0	0.0	0.085972	0.0	0.084372	0.077627	0.0	0.016969	0.0	0.641463	0.046203	0.012362	0.035033	
