relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.067284	0.008802	0.002159	0.0	5.46E-4	0.013358	1.07E-4	0.114161	0.066803	0.575042	0.061608	0.056392	0.033739	
0.003513	0.0	0.074217	0.0	0.063341	0.026357	0.053997	4.59E-4	0.025544	0.612855	0.104573	0.011249	0.023895	
0.0	3.58E-4	0.124118	0.0	1.56E-4	0.032737	0.092838	0.0	0.023753	0.575326	0.031527	0.027117	0.09207	
0.158515	0.0	3.66E-4	1.0E-6	0.090959	0.0	6.0E-6	0.033712	3.15E-4	0.601247	0.079425	0.035454	0.0	
0.026993	0.0	7.8E-5	0.011079	0.106141	0.044495	0.076005	0.0	0.0	0.648177	0.048421	0.022285	0.016327	
0.021558	0.0	1.6E-4	9.0E-6	0.067807	0.033209	0.015859	0.098285	3.0E-6	0.639678	0.076915	0.006402	0.040114	
0.0	0.0	4.3E-5	0.001518	0.110154	1.0E-6	5.69E-4	0.097395	5.17E-4	0.675016	0.078091	0.036697	0.0	
0.060716	1.2E-5	0.014571	6.0E-6	0.082036	2.01E-4	0.194521	0.0	0.0	0.549843	0.098085	9.0E-6	0.0	
0.025976	0.0	0.111448	2.0E-6	0.061713	0.031151	0.008033	0.020491	0.025177	0.603434	0.065972	0.029414	0.017188	
0.011949	3.0E-6	0.052562	7.02E-4	0.0	0.0	0.077964	0.06414	0.002441	0.659023	0.052028	0.008769	0.07042	
