relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.031722	0.0	0.02529	0.0	0.05061	0.011242	0.048884	0.095379	0.020584	0.603617	0.044226	0.052288	0.016159	
0.023805	4.0E-6	0.025923	0.052805	0.07668	0.039108	0.02936	0.0	0.027664	0.599815	0.049679	0.02652	0.048637	
0.043639	0.0	0.084609	8.4E-5	0.111381	0.0	0.076635	0.0	0.0	0.55136	0.061793	0.0	0.070499	
0.035983	1.0E-6	0.00264	1.81E-4	0.083933	0.006733	0.073269	4.32E-4	0.020547	0.638555	0.045772	0.021299	0.070654	
0.0	0.0	0.058144	0.025676	0.075792	0.018229	0.004665	0.005464	0.008882	0.660301	0.065224	0.024222	0.053401	
0.034541	0.0	0.005839	0.0	0.025947	0.007254	0.065276	0.030928	0.092848	0.628522	0.04584	0.039489	0.023516	
0.022794	0.0	0.063781	0.011661	0.080032	0.0	0.048418	2.7E-5	0.048953	0.55774	0.096175	0.029278	0.041139	
0.021663	0.0	0.070462	1.6E-5	0.10523	0.020742	0.011469	0.0	0.040239	0.584115	0.074851	0.024863	0.04635	
0.027181	1.0E-6	0.030618	1.0E-6	0.102335	0.0	0.078986	0.018752	0.044544	0.591658	0.074633	0.024231	0.00706	
0.033662	1.3E-5	0.0	1.0E-6	0.04737	3.0E-6	2.89E-4	0.179096	0.0	0.586615	0.108701	4.0E-6	0.044247	
