relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.0	0.062904	0.002134	4.1E-5	1.69E-4	0.154938	5.4E-5	0.041214	0.0	0.645028	0.093518	0.0	0.0	
0.002727	0.0	0.146805	0.0	4.0E-5	0.004344	0.043907	0.0	1.3E-4	0.686902	0.074493	0.010322	0.030331	
0.058288	0.0	0.004206	2.5E-5	0.065229	0.0	0.003197	0.057827	0.0	0.649231	0.161616	3.8E-4	0.0	
0.032489	0.0	0.06924	0.05264	0.026058	0.015569	0.024986	0.003912	2.8E-5	0.6174	0.086238	0.01208	0.059359	
0.037425	8.0E-6	0.008165	0.028923	8.15E-4	0.084328	0.03871	0.004432	0.035225	0.583136	0.084788	0.018891	0.075153	
0.026415	0.0	0.015804	0.004705	0.08741	0.040938	0.065314	0.032052	0.032378	0.611299	0.047744	0.03479	0.00115	
0.024296	0.0	0.013882	0.013423	0.104323	0.05109	0.001326	0.019133	0.004656	0.672308	0.086757	0.003024	0.005781	
0.075375	0.0	0.027471	0.0	0.157144	0.0	0.044896	0.026166	0.0	0.580815	0.087041	0.0	0.00109	
1.61E-4	0.0	0.0	0.0	0.161293	0.006236	0.019629	0.059465	0.021494	0.638699	0.070622	0.0224	0.0	
0.042207	1.0E-6	0.031848	8.8E-5	0.15241	3.11E-4	0.026225	0.002044	0.015165	0.628442	0.064987	0.008949	0.027322	
