relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.066874	0.0	0.0	1.0E-6	0.031477	0.035156	0.098994	0.097017	0.0	0.596638	0.037482	0.016927	0.019434	
0.021262	0.0	0.047659	1.74E-4	0.047455	0.031013	0.057983	0.015781	0.030187	0.605607	0.061527	0.017648	0.063705	
0.021011	0.0	0.079828	0.059097	2.0E-6	0.0	0.04547	0.01107	0.016575	0.621409	0.06105	0.039091	0.045396	
0.048931	0.0	0.070986	0.035595	0.024616	0.009354	0.055196	0.0	0.04055	0.600011	0.055657	0.024127	0.034976	
0.037814	0.0	0.066783	0.001192	6.0E-6	0.035924	0.0	0.107181	0.002721	0.651443	0.088014	0.008921	0.0	
0.012713	0.0	2.0E-6	0.002395	0.114974	0.108958	0.01037	3.0E-6	0.001694	0.558443	0.123679	0.035356	0.031412	
0.018585	0.0	0.002274	0.00162	0.094131	2.6E-5	0.075513	0.08704	0.004647	0.592488	0.108113	0.015564	0.0	
0.034206	0.0	0.090046	0.048504	0.001987	0.007246	0.011702	0.015961	0.038642	0.617881	0.080785	0.026024	0.027016	
0.033457	0.0	0.052757	4.1E-5	0.069365	0.009831	0.071428	0.016198	0.024533	0.599382	0.093394	0.029613	0.0	
0.035381	0.0	0.0	0.002221	0.093971	0.077135	0.0	0.055024	0.0	0.584602	0.062542	0.002103	0.087023	
