relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.027162	0.0	3.96E-4	0.007891	0.029947	0.122444	0.03804	0.0	0.0	0.649833	0.086149	0.038139	0.0	
0.026893	0.0	0.096013	1.89E-4	0.046771	6.24E-4	0.01887	0.012092	0.034518	0.649466	0.074716	0.035858	0.003989	
0.017753	0.0	0.049672	0.0	0.095461	0.031173	0.016226	0.022894	0.076726	0.615382	0.047405	0.017226	0.010081	
2.77E-4	0.0	0.001685	0.0	6.0E-5	0.004576	0.10765	0.027275	0.116063	0.566704	0.084392	0.044308	0.047011	
0.056983	0.003068	0.038292	1.0E-6	0.056552	0.114801	0.040335	0.0	0.008593	0.578514	0.089182	0.013677	0.0	
0.054761	0.003996	0.068905	1.35E-4	0.047242	1.0E-6	0.046843	3.4E-5	0.013248	0.594531	0.07801	0.061547	0.030748	
0.012611	0.0	2.0E-6	0.0	0.13367	0.0	0.056443	0.0	0.069185	0.589439	0.078869	0.046925	0.012856	
0.052519	1.7E-5	0.076268	6.3E-5	0.068386	2.49E-4	4.0E-6	6.8E-5	0.0	0.632297	0.075978	0.0	0.094151	
0.029381	0.0	0.021727	0.009253	0.075469	0.029667	0.100165	5.0E-6	0.035743	0.598042	0.064377	0.035447	7.23E-4	
0.061556	0.0	0.022887	0.128567	0.055762	6.9E-5	0.015297	0.0	0.031104	0.582963	0.045331	0.038784	0.01768	
