relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.070813	0.0	0.130159	0.0	0.001785	0.040384	0.083894	0.002682	0.00127	0.523909	0.145103	0.0	0.0	
0.040699	0.0	0.0	0.055578	1.2E-5	0.134114	0.0	0.0	0.0	0.593092	0.0	0.043658	0.132846	
0.029471	0.002869	0.081724	4.1E-5	0.079228	1.4E-5	0.049649	0.015227	0.028256	0.581652	0.084281	0.017689	0.029899	
0.10724	0.0	0.058256	1.0E-6	1.1E-5	0.06398	0.065321	0.03547	0.00254	0.62091	0.030248	0.016022	0.0	
0.022738	0.002354	0.049686	0.036504	0.028229	0.024919	0.037904	0.010215	0.012052	0.624797	0.057536	0.038325	0.054739	
0.04001	0.0	0.025537	0.029115	0.022593	0.01954	0.057394	0.006922	0.03018	0.615161	0.062412	0.021383	0.069753	
0.030076	0.0	3.04E-4	0.001631	0.077459	0.080096	0.084464	3.0E-6	0.0	0.570481	0.076206	0.024245	0.055035	
0.020341	0.0	0.105289	3.0E-6	0.087644	7.0E-5	0.050271	0.0	0.008809	0.612233	0.038747	0.037111	0.039484	
0.031636	0.0	0.046977	0.128711	0.023159	0.0	0.050044	0.006384	1.0E-6	0.58085	0.083738	0.020136	0.028363	
0.062261	0.0	0.010999	0.0	0.079828	5.76E-4	0.080186	0.004843	9.9E-5	0.612948	0.070599	0.038041	0.03962	
