relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.035313	0.005016	0.016763	4.58E-4	0.120776	0.007524	7.82E-4	0.065449	0.039321	0.548651	0.112798	0.018071	0.029077	
0.046055	1.0E-6	0.002191	0.141943	0.013231	9.0E-6	4.8E-5	0.043709	0.027146	0.629904	0.054437	0.041325	0.0	
0.138154	0.0	0.104758	0.0	1.3E-5	1.0E-6	9.0E-6	0.037601	0.0	0.642502	0.064031	0.012932	0.0	
0.024976	6.0E-6	0.01004	0.02322	0.089462	0.026259	0.043613	0.020533	0.013883	0.633762	0.06487	0.022349	0.027027	
0.010312	0.0	0.074051	0.0	0.064216	0.008929	0.036567	0.006921	0.019814	0.603076	0.067516	0.032053	0.076545	
0.059532	8.49E-4	0.065652	0.0	0.027439	8.1E-5	0.085281	0.034468	0.028624	0.560792	0.093011	0.027287	0.016982	
0.012617	0.0	0.045692	0.0	0.101528	0.045804	0.07334	0.001514	0.012605	0.571712	0.088413	0.019501	0.027276	
0.132669	0.0	1.8E-5	0.0	0.071984	0.0	1.26E-4	0.069943	0.060377	0.615533	0.048844	0.0	5.07E-4	
0.027041	0.026265	0.065637	0.04335	0.032482	0.008918	5.15E-4	0.001042	0.031684	0.618354	0.080942	0.034566	0.029204	
0.037267	9.9E-5	0.10973	0.0	9.7E-5	0.067768	0.00515	0.00173	7.0E-6	0.673993	0.062204	0.022249	0.019705	
