relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.04703	0.0	0.07482	0.001147	3.0E-6	0.008968	0.048723	0.058417	0.009344	0.624429	0.072763	0.022428	0.031928	
0.04809	0.0	1.15E-4	0.025443	0.07502	0.055447	0.002577	2.0E-6	0.036636	0.632058	0.070191	9.1E-4	0.053511	
0.025496	9.8E-5	0.089229	0.021351	0.093136	1.3E-5	0.002462	0.033663	0.036283	0.607083	0.078648	0.012518	1.9E-5	
0.021822	0.0	0.0	0.034993	0.113359	2.0E-6	0.05225	0.050297	0.034818	0.582285	0.037597	0.050989	0.021589	
0.008165	0.001656	0.18509	1.0E-6	0.01959	0.003712	0.0	0.0	0.0	0.631564	0.028353	0.083307	0.038563	
0.018727	0.0	0.039949	1.2E-5	0.0	0.184985	0.002784	0.0	0.059218	0.575485	0.095125	0.023715	0.0	
0.016018	0.0	0.0591	5.0E-6	0.132799	7.8E-5	0.013685	0.029665	3.0E-6	0.625104	0.081307	0.030282	0.011954	
0.037429	0.009208	6.02E-4	0.005897	0.045195	1.4E-5	0.003109	0.116641	0.0	0.646501	0.090645	0.021679	0.023081	
0.022611	1.0E-6	5.8E-5	0.040571	0.03597	0.002843	0.062578	0.004996	0.056702	0.638765	0.0818	0.018228	0.034878	
0.051692	0.01561	0.029771	1.3E-5	0.069885	0.016626	0.054071	0.030474	0.010154	0.601366	0.057973	0.013044	0.049321	
