relict	western_europe	italy_balkan_caucasus	central_europe	asia	south_sweden	north_sweden	germany	spain	High_Atlas	North_Middle_Atlas	Riff	South_Middle_Atlas	
0.013263	0.0	0.065438	0.0	0.057794	0.033343	0.060147	1.0E-6	0.032102	0.618065	0.057034	0.029447	0.033366	
0.049265	0.0	0.058523	0.009571	0.022786	0.086779	0.025176	1.0E-4	0.038493	0.578369	0.071827	0.034828	0.024282	
5.0E-6	0.0	1.0E-6	3.0E-6	0.220869	0.00666	0.0	0.079912	0.0	0.626301	0.037336	0.028914	0.0	
0.009382	0.0	0.073457	0.059007	0.007844	0.062585	0.061247	0.004801	0.003437	0.596351	0.058232	0.029891	0.033766	
0.0	0.0	0.036071	0.042167	0.065007	0.086253	0.002424	0.001379	0.028582	0.624979	0.061226	0.027376	0.024538	
0.036274	0.0	0.093391	0.033704	5.2E-5	0.05114	2.0E-6	4.0E-6	0.028029	0.667694	0.07212	0.00642	0.011169	
0.0	0.0	0.126572	1.9E-5	0.10919	0.033516	6.0E-6	0.003595	0.039346	0.582938	0.035032	0.033677	0.036108	
0.008481	0.0	0.063454	0.0	0.129611	0.01781	0.034104	0.011722	0.0	0.608819	0.097221	0.028701	7.8E-5	
0.0	0.0	1.28E-4	0.0	1.9E-4	0.100224	0.167459	0.002945	2.0E-6	0.568225	0.124384	0.0	0.036443	
0.025955	0.005816	0.005449	0.0	0.0	0.029294	0.101419	0.084629	9.0E-6	0.691469	0.042006	0.0138	1.55E-4	
